Year,Sex,State,Industry,People,Weekly_Sum
2016,Male,Northern Territory,"Rental, Hiring and Real Estate Services",1100,1299588.9
2016,Male,Northern Territory,"Professional, Scientific and Technical Services",4200,6795290.4
2016,Male,Northern Territory,Administrative and Support Services,1500,1779258
2016,Male,Northern Territory,Public Administration and Safety,9400,17249556
2016,Male,Northern Territory,Education and Training,3500,6074179.7
2016,Male,Northern Territory,Health Care and Social Assistance,4200,6262555
2016,Male,Northern Territory,Arts and Recreation Services,2000,1989552.9
2016,Male,Northern Territory,Other Services,2100,2851610
2016,Male,Northern Territory,Total,70100,110202086.5
2016,Male,Australian Capital Territory,"Agriculture, Forestry and Fishing",800,0
2016,Male,Australian Capital Territory,Mining,0,0
2016,Male,Australian Capital Territory,Manufacturing,3400,3998336.8
2016,Male,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",1300,2240054.3
2016,Male,Australian Capital Territory,Construction,12600,15854133.4
2016,Male,Australian Capital Territory,Wholesale Trade,1700,3860350.3
2016,Male,Australian Capital Territory,Retail Trade,6200,5302644.8
2016,Male,Australian Capital Territory,Accommodation and Food Services,6500,5522032.3
2016,Male,Australian Capital Territory,"Transport, Postal and Warehousing",5000,6371491.3
2016,Male,Australian Capital Territory,Information Media and Telecommunications,1200,1693428.1
2016,Male,Australian Capital Territory,Financial and Insurance Services,2500,3259427.2
2016,Male,Australian Capital Territory,"Rental, Hiring and Real Estate Services",1800,1766567
2016,Male,Australian Capital Territory,"Professional, Scientific and Technical Services",16100,33619536.5
2016,Male,Australian Capital Territory,Administrative and Support Services,1800,873915.7
2016,Male,Australian Capital Territory,Public Administration and Safety,29800,53330383.1
2016,Male,Australian Capital Territory,Education and Training,8500,10256201.9
2016,Male,Australian Capital Territory,Health Care and Social Assistance,6800,8721992.9
2016,Male,Australian Capital Territory,Arts and Recreation Services,3500,3586875.4
2016,Male,Australian Capital Territory,Other Services,2700,6678727.8
2016,Male,Australian Capital Territory,Total,111500,162128782.5
2016,Male,Total,"Agriculture, Forestry and Fishing",207500,144618456.4
2016,Male,Total,Mining,174400,395329154.5
2016,Male,Total,Manufacturing,631400,819310724.6
2016,Male,Total,"Electricity, Gas, Water and Waste Services",105000,183992954.5
2016,Male,Total,Construction,934500,948648775
2016,Male,Total,Wholesale Trade,271900,349570964
2016,Male,Total,Retail Trade,533700,462356224.7
2016,Male,Total,Accommodation and Food Services,399900,259514522.3
2016,Male,Total,"Transport, Postal and Warehousing",458000,553891357.1
2016,Male,Total,Information Media and Telecommunications,130600,209144653.3
2016,Male,Total,Financial and Insurance Services,199300,384429122.3
2016,Male,Total,"Rental, Hiring and Real Estate Services",100500,155161539.9
2016,Male,Total,"Professional, Scientific and Technical Services",626500,978068171.2
2016,Male,Total,Administrative and Support Services,223000,191108028.8
2016,Male,Total,Public Administration and Safety,381700,619364167.3
2016,Male,Total,Education and Training,291600,370954512.4
2016,Male,Total,Health Care and Social Assistance,334600,435716051.4
2016,Male,Total,Arts and Recreation Services,115300,109487578.1
2016,Male,Total,Other Services,264300,263520164.1
2016,Male,Total,Total,6386000,7850792068
2016,Total,New South Wales,"Agriculture, Forestry and Fishing",72300,39584556.5
2016,Total,New South Wales,Mining,34700,76345485.6
2016,Total,New South Wales,Manufacturing,248100,308281345.2
2016,Total,New South Wales,"Electricity, Gas, Water and Waste Services",34400,55368246.2
2016,Total,New South Wales,Construction,342200,342403493.5
2016,Total,New South Wales,Wholesale Trade,130000,157447316.2
2016,Total,New South Wales,Retail Trade,355800,261348537.6
2016,Total,New South Wales,Accommodation and Food Services,265000,164421851.4
2016,Total,New South Wales,"Transport, Postal and Warehousing",196200,220104235.6
2016,Total,New South Wales,Information Media and Telecommunications,85500,135789857.2
2016,Total,New South Wales,Financial and Insurance Services,185600,323869451.7
2016,Total,New South Wales,"Rental, Hiring and Real Estate Services",70600,104963483.6
2016,Total,New South Wales,"Professional, Scientific and Technical Services",374800,555870063.7
2016,Total,New South Wales,Administrative and Support Services,159700,126111715.1
2016,Total,New South Wales,Public Administration and Safety,216400,335960806.4
2016,Total,New South Wales,Education and Training,326800,371320309.1
2016,Total,New South Wales,Health Care and Social Assistance,485800,492645685.8
2016,Total,New South Wales,Arts and Recreation Services,62400,47033804.4
2016,Total,New South Wales,Other Services,151300,129370134.6
2016,Total,New South Wales,Total,3806900,4263542893
2016,Total,Victoria,"Agriculture, Forestry and Fishing",76200,39184969.2
2016,Total,Victoria,Mining,10400,19910072.6
2016,Total,Victoria,Manufacturing,275800,339462549.1
2016,Total,Victoria,"Electricity, Gas, Water and Waste Services",40600,62626750
2016,Total,Victoria,Construction,259800,234799720.3
2016,Total,Victoria,Wholesale Trade,122200,141002191.7
2016,Total,Victoria,Retail Trade,322800,226785262.9
2016,Total,Victoria,Accommodation and Food Services,214600,111226667.6
2016,Total,Victoria,"Transport, Postal and Warehousing",168200,179000369.2
2016,Total,Victoria,Information Media and Telecommunications,61500,102352255.9
2016,Total,Victoria,Financial and Insurance Services,114800,179460753.6
2016,Total,Victoria,"Rental, Hiring and Real Estate Services",48100,42294345.4
2016,Total,Victoria,"Professional, Scientific and Technical Services",280900,351956828
2016,Total,Victoria,Administrative and Support Services,118100,100330704.9
2016,Total,Victoria,Public Administration and Safety,151800,215917424.5
2016,Total,Victoria,Education and Training,264900,278187088.6
2016,Total,Victoria,Health Care and Social Assistance,394000,387395440
2016,Total,Victoria,Arts and Recreation Services,65800,58173405.9
2016,Total,Victoria,Other Services,117700,85137903.2
2016,Total,Victoria,Total,3102500,3171228092
2016,Total,Queensland,"Agriculture, Forestry and Fishing",44700,31753394.6
2016,Total,Queensland,Mining,52800,116160954.5
2016,Total,Queensland,Manufacturing,150600,161202529.9
2016,Total,Queensland,"Electricity, Gas, Water and Waste Services",19700,32213014
2016,Total,Queensland,Construction,216700,216520914.2
2016,Total,Queensland,Wholesale Trade,69200,88858857.7
2016,Total,Queensland,Retail Trade,246300,176226779.4
2016,Total,Queensland,Accommodation and Food Services,178400,110401678.4
2016,Total,Queensland,"Transport, Postal and Warehousing",115500,146939543.4
2016,Total,Queensland,Information Media and Telecommunications,34800,37737755.3
2016,Total,Queensland,Financial and Insurance Services,59200,92228425.8
2016,Total,Queensland,"Rental, Hiring and Real Estate Services",50300,50811179.3
2016,Total,Queensland,"Professional, Scientific and Technical Services",189600,222835097.6
2016,Total,Queensland,Administrative and Support Services,88100,64346169.6
2016,Total,Queensland,Public Administration and Safety,160700,227459290
2016,Total,Queensland,Education and Training,199900,222235582
2016,Total,Queensland,Health Care and Social Assistance,306600,312102675.8
2016,Total,Queensland,Arts and Recreation Services,44100,31873836.7
2016,Total,Queensland,Other Services,109600,85652308.5
2016,Total,Queensland,Total,2337500,2429266912
2016,Total,South Australia,"Agriculture, Forestry and Fishing",36400,30309810.5
2016,Total,South Australia,Mining,6300,12937910.5
2016,Total,South Australia,Manufacturing,77100,85951029.1
2016,Total,South Australia,"Electricity, Gas, Water and Waste Services",10300,20133412.8
2016,Total,South Australia,Construction,62900,52200172.7
2016,Total,South Australia,Wholesale Trade,24700,25725199.9
2016,Total,South Australia,Retail Trade,97100,57321370.2
2016,Total,South Australia,Accommodation and Food Services,54200,23786860.3
2016,Total,South Australia,"Transport, Postal and Warehousing",29000,30166894.1
2016,Total,South Australia,Information Media and Telecommunications,12400,12642722.1
2016,Total,South Australia,Financial and Insurance Services,22400,24973511.8
2016,Total,South Australia,"Rental, Hiring and Real Estate Services",13300,15482668.3
2016,Total,South Australia,"Professional, Scientific and Technical Services",57300,68789707.2
2016,Total,South Australia,Administrative and Support Services,28900,14705126
2016,Total,South Australia,Public Administration and Safety,63900,89616885.2
2016,Total,South Australia,Education and Training,59500,65425722.3
2016,Total,South Australia,Health Care and Social Assistance,112100,104066477.2
2016,Total,South Australia,Arts and Recreation Services,10200,5538797.8
2016,Total,South Australia,Other Services,31600,32824515.4
2016,Total,South Australia,Total,810100,771884794.2
2016,Total,Western Australia,"Agriculture, Forestry and Fishing",31600,18335625.7
2016,Total,Western Australia,Mining,91000,205519518.2
2016,Total,Western Australia,Manufacturing,87000,103449796.1
2016,Total,Western Australia,"Electricity, Gas, Water and Waste Services",18100,31206455.7
2016,Total,Western Australia,Construction,127100,144067798.3
2016,Total,Western Australia,Wholesale Trade,31300,43801501.1
2016,Total,Western Australia,Retail Trade,131200,92448307.5
2016,Total,Western Australia,Accommodation and Food Services,94400,48859661.9
2016,Total,Western Australia,"Transport, Postal and Warehousing",59200,71287027.3
2016,Total,Western Australia,Information Media and Telecommunications,11800,13906142.8
2016,Total,Western Australia,Financial and Insurance Services,31300,44629468.1
2016,Total,Western Australia,"Rental, Hiring and Real Estate Services",22700,27593789.2
2016,Total,Western Australia,"Professional, Scientific and Technical Services",102700,138165462
2016,Total,Western Australia,Administrative and Support Services,40300,32165577.5
2016,Total,Western Australia,Public Administration and Safety,67900,96619671.3
2016,Total,Western Australia,Education and Training,99000,115785593.1
2016,Total,Western Australia,Health Care and Social Assistance,154900,159570139
2016,Total,Western Australia,Arts and Recreation Services,27900,22208925.9
2016,Total,Western Australia,Other Services,61800,48532887
2016,Total,Western Australia,Total,1292600,1462584985
2016,Total,Tasmania,"Agriculture, Forestry and Fishing",15100,8421611.6
2016,Total,Tasmania,Mining,3400,6345412.1
2016,Total,Tasmania,Manufacturing,17800,17924656.5
2016,Total,Tasmania,"Electricity, Gas, Water and Waste Services",4600,7575520.9
2016,Total,Tasmania,Construction,19100,14776574.2
2016,Total,Tasmania,Wholesale Trade,6200,6527824.5
2016,Total,Tasmania,Retail Trade,25400,14152328.1
2016,Total,Tasmania,Accommodation and Food Services,21700,9866386.2
2016,Total,Tasmania,"Transport, Postal and Warehousing",10200,9971934.3
2016,Total,Tasmania,Information Media and Telecommunications,3800,4543619.9
2016,Total,Tasmania,Financial and Insurance Services,5100,5022235.4
2016,Total,Tasmania,"Rental, Hiring and Real Estate Services",2200,2465501.5
2016,Total,Tasmania,"Professional, Scientific and Technical Services",11200,10754855.8
2016,Total,Tasmania,Administrative and Support Services,6100,3838820.6
2016,Total,Tasmania,Public Administration and Safety,18200,23763818.4
2016,Total,Tasmania,Education and Training,20300,20867425.4
2016,Total,Tasmania,Health Care and Social Assistance,33400,31639915.9
2016,Total,Tasmania,Arts and Recreation Services,5800,5154944.2
2016,Total,Tasmania,Other Services,7900,5558209.2
2016,Total,Tasmania,Total,237400,210656987.1
2016,Total,Northern Territory,"Agriculture, Forestry and Fishing",2500,3541015.6
2016,Total,Northern Territory,Mining,4700,11117076.2
2016,Total,Northern Territory,Manufacturing,4300,7198483.9
2016,Total,Northern Territory,"Electricity, Gas, Water and Waste Services",2300,5371748
2016,Total,Northern Territory,Construction,14100,23315593.7
2016,Total,Northern Territory,Wholesale Trade,2600,3324385.4
2016,Total,Northern Territory,Retail Trade,9800,9098338.9
2016,Total,Northern Territory,Accommodation and Food Services,9700,5990565.4
2016,Total,Northern Territory,"Transport, Postal and Warehousing",7500,9261283.1
2016,Total,Northern Territory,Information Media and Telecommunications,1800,1752418.9
2016,Total,Northern Territory,Financial and Insurance Services,1500,1592706.1
2016,Total,Northern Territory,"Rental, Hiring and Real Estate Services",2700,2567254.6
2016,Total,Northern Territory,"Professional, Scientific and Technical Services",7300,11578387.3
2016,Total,Northern Territory,Administrative and Support Services,3700,3405563.3
2016,Total,Northern Territory,Public Administration and Safety,19600,31460834.2
2016,Total,Northern Territory,Education and Training,11000,16084436.4
2016,Total,Northern Territory,Health Care and Social Assistance,16000,18369274.3
2016,Total,Northern Territory,Arts and Recreation Services,2800,2719093.7
2016,Total,Northern Territory,Other Services,4300,3418366.2
2016,Total,Northern Territory,Total,128600,173132780.9
2016,Total,Australian Capital Territory,"Agriculture, Forestry and Fishing",1400,0
2016,Total,Australian Capital Territory,Mining,0,0
2016,Total,Australian Capital Territory,Manufacturing,4000,5482679.3
2016,Total,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",1700,2870696.7
2016,Total,Australian Capital Territory,Construction,13700,17377549
2016,Total,Australian Capital Territory,Wholesale Trade,2100,4543007.3
2016,Total,Australian Capital Territory,Retail Trade,13400,9799849
2016,Total,Australian Capital Territory,Accommodation and Food Services,15000,9178071.7
2016,Total,Australian Capital Territory,"Transport, Postal and Warehousing",4500,5304640.9
2016,Total,Australian Capital Territory,Information Media and Telecommunications,2700,4170380.2
2016,Total,Australian Capital Territory,Financial and Insurance Services,3200,2901275
2016,Total,Australian Capital Territory,"Rental, Hiring and Real Estate Services",2200,3044800.6
2016,Total,Australian Capital Territory,"Professional, Scientific and Technical Services",25800,45341497.1
2016,Total,Australian Capital Territory,Administrative and Support Services,4800,3308577.2
2016,Total,Australian Capital Territory,Public Administration and Safety,69700,115530945.9
2016,Total,Australian Capital Territory,Education and Training,20500,23405492.9
2016,Total,Australian Capital Territory,Health Care and Social Assistance,20400,26068996.2
2016,Total,Australian Capital Territory,Arts and Recreation Services,6600,4926172.7
2016,Total,Australian Capital Territory,Other Services,6500,8100560
2016,Total,Australian Capital Territory,Total,219700,293295785.1
2016,Total,Total,"Agriculture, Forestry and Fishing",281000,175515155.8
2016,Total,Total,Mining,209900,461292780.7
2016,Total,Total,Manufacturing,865700,1030459735
2016,Total,Total,"Electricity, Gas, Water and Waste Services",134400,220312132.8
2016,Total,Total,Construction,1055400,1039385981
2016,Total,Total,Wholesale Trade,386700,467550889.2
2016,Total,Total,Retail Trade,1201600,852500298.9
2016,Total,Total,Accommodation and Food Services,850700,485630958.6
2016,Total,Total,"Transport, Postal and Warehousing",591500,687079413.2
2016,Total,Total,Information Media and Telecommunications,210800,310204539.9
2016,Total,Total,Financial and Insurance Services,423600,674461677.8
2016,Total,Total,"Rental, Hiring and Real Estate Services",209800,247810247.4
2016,Total,Total,"Professional, Scientific and Technical Services",1054700,1414866755
2016,Total,Total,Administrative and Support Services,453500,347984490.8
2016,Total,Total,Public Administration and Safety,764600,1138779283
2016,Total,Total,Education and Training,1002500,1116840016
2016,Total,Total,Health Care and Social Assistance,1520500,1538171832
2016,Total,Total,Arts and Recreation Services,226700,173341709.6
2016,Total,Total,Other Services,491300,395539871.1
2016,Total,Total,Total,11937400,12778911353
2017,Female,New South Wales,"Agriculture, Forestry and Fishing",20200,18087702.1
2017,Female,New South Wales,Mining,7500,6190274.2
2017,Female,New South Wales,Manufacturing,76400,78217978.2
2017,Female,New South Wales,"Electricity, Gas, Water and Waste Services",8700,6220155.1
2017,Female,New South Wales,Construction,41100,28693763.1
2017,Female,New South Wales,Wholesale Trade,41000,45771720.1
2017,Female,New South Wales,Retail Trade,210000,150874141.5
2017,Female,New South Wales,Accommodation and Food Services,150600,81234331.5
2017,Female,New South Wales,"Transport, Postal and Warehousing",39900,50761661.1
2017,Female,New South Wales,Information Media and Telecommunications,45700,59109815.7
2017,Female,New South Wales,Financial and Insurance Services,89400,146201676.3
2017,Female,New South Wales,"Rental, Hiring and Real Estate Services",32000,38538021.1
2017,Female,New South Wales,"Professional, Scientific and Technical Services",164300,194704703
2017,Female,New South Wales,Administrative and Support Services,68000,46325729.8
2017,Female,New South Wales,Public Administration and Safety,93200,131731958.8
2017,Female,New South Wales,Education and Training,231000,247766777.6
2017,Female,New South Wales,Health Care and Social Assistance,390400,375662522.8
2017,Female,New South Wales,Arts and Recreation Services,31200,22393615.8
2017,Female,New South Wales,Other Services,61900,39685512.7
2017,Female,New South Wales,Total,1802700,1784774471
2017,Female,Victoria,"Agriculture, Forestry and Fishing",31500,7989753.3
2017,Female,Victoria,Mining,2700,4482398.2
2017,Female,Victoria,Manufacturing,80200,64738078.5
2017,Female,Victoria,"Electricity, Gas, Water and Waste Services",6400,8351869.2
2017,Female,Victoria,Construction,23600,20415152.1
2017,Female,Victoria,Wholesale Trade,40300,41715117.7
2017,Female,Victoria,Retail Trade,176700,123280599
2017,Female,Victoria,Accommodation and Food Services,119000,53810169
2017,Female,Victoria,"Transport, Postal and Warehousing",37100,52575405.6
2017,Female,Victoria,Information Media and Telecommunications,30800,29118947.9
2017,Female,Victoria,Financial and Insurance Services,52800,82409484.3
2017,Female,Victoria,"Rental, Hiring and Real Estate Services",22200,20791210.9
2017,Female,Victoria,"Professional, Scientific and Technical Services",123100,135633507.5
2017,Female,Victoria,Administrative and Support Services,53000,65632101
2017,Female,Victoria,Public Administration and Safety,76000,96130039.1
2017,Female,Victoria,Education and Training,188600,208615052.4
2017,Female,Victoria,Health Care and Social Assistance,340000,317404676.7
2017,Female,Victoria,Arts and Recreation Services,29500,18158984.4
2017,Female,Victoria,Other Services,53000,33609777.5
2017,Female,Victoria,Total,1489100,1377887880
2017,Female,Queensland,"Agriculture, Forestry and Fishing",23400,10455483.2
2017,Female,Queensland,Mining,8100,12348173
2017,Female,Queensland,Manufacturing,38100,44935030.4
2017,Female,Queensland,"Electricity, Gas, Water and Waste Services",11300,14212710.7
2017,Female,Queensland,Construction,31000,22913134.7
2017,Female,Queensland,Wholesale Trade,17200,15336899.1
2017,Female,Queensland,Retail Trade,139000,82444824.1
2017,Female,Queensland,Accommodation and Food Services,106400,56390336.3
2017,Female,Queensland,"Transport, Postal and Warehousing",31400,29557477.2
2017,Female,Queensland,Information Media and Telecommunications,13200,12482600.1
2017,Female,Queensland,Financial and Insurance Services,35700,40775317.5
2017,Female,Queensland,"Rental, Hiring and Real Estate Services",28000,27558864.5
2017,Female,Queensland,"Professional, Scientific and Technical Services",75900,76690342.1
2017,Female,Queensland,Administrative and Support Services,42200,25250861.5
2017,Female,Queensland,Public Administration and Safety,61600,78904221.7
2017,Female,Queensland,Education and Training,151200,161887405
2017,Female,Queensland,Health Care and Social Assistance,267200,252483166.4
2017,Female,Queensland,Arts and Recreation Services,25400,16097813.7
2017,Female,Queensland,Other Services,49600,31187227.9
2017,Female,Queensland,Total,1154500,1014276297
2017,Female,South Australia,"Agriculture, Forestry and Fishing",7500,1904788.3
2017,Female,South Australia,Mining,2100,3394812.3
2017,Female,South Australia,Manufacturing,15500,10585589.1
2017,Female,South Australia,"Electricity, Gas, Water and Waste Services",2300,4299277
2017,Female,South Australia,Construction,9600,5088364.3
2017,Female,South Australia,Wholesale Trade,5900,3917762.1
2017,Female,South Australia,Retail Trade,51900,31821437
2017,Female,South Australia,Accommodation and Food Services,30700,11884572.8
2017,Female,South Australia,"Transport, Postal and Warehousing",9500,7069010.4
2017,Female,South Australia,Information Media and Telecommunications,2200,3529622.3
2017,Female,South Australia,Financial and Insurance Services,13200,13057758.9
2017,Female,South Australia,"Rental, Hiring and Real Estate Services",4500,2739207.3
2017,Female,South Australia,"Professional, Scientific and Technical Services",22400,17174080.7
2017,Female,South Australia,Administrative and Support Services,20200,13689621.2
2017,Female,South Australia,Public Administration and Safety,23500,33630700
2017,Female,South Australia,Education and Training,44900,46888242.4
2017,Female,South Australia,Health Care and Social Assistance,101300,94053899
2017,Female,South Australia,Arts and Recreation Services,6400,2938555
2017,Female,South Australia,Other Services,14000,6338472.2
2017,Female,South Australia,Total,387300,313012736.6
2017,Female,Western Australia,"Agriculture, Forestry and Fishing",14400,4337781
2017,Female,Western Australia,Mining,17600,37274116.8
2017,Female,Western Australia,Manufacturing,19000,13819303.4
2017,Female,Western Australia,"Electricity, Gas, Water and Waste Services",4900,6313339.4
2017,Female,Western Australia,Construction,16600,12029407.9
2017,Female,Western Australia,Wholesale Trade,9800,9575792.6
2017,Female,Western Australia,Retail Trade,63600,40223610.5
2017,Female,Western Australia,Accommodation and Food Services,51900,29028923.5
2017,Female,Western Australia,"Transport, Postal and Warehousing",14500,16006638.5
2017,Female,Western Australia,Information Media and Telecommunications,6600,4128543.7
2017,Female,Western Australia,Financial and Insurance Services,19300,19851777.5
2017,Female,Western Australia,"Rental, Hiring and Real Estate Services",14200,13694086.4
2017,Female,Western Australia,"Professional, Scientific and Technical Services",46000,38476652
2017,Female,Western Australia,Administrative and Support Services,18400,12488323.5
2017,Female,Western Australia,Public Administration and Safety,38600,47176488.4
2017,Female,Western Australia,Education and Training,80100,89474193
2017,Female,Western Australia,Health Care and Social Assistance,133300,137763152.1
2017,Female,Western Australia,Arts and Recreation Services,14800,9300043
2017,Female,Western Australia,Other Services,26000,9742697.4
2017,Female,Western Australia,Total,607000,554947352
2017,Female,Tasmania,"Agriculture, Forestry and Fishing",4800,1817348.9
2017,Female,Tasmania,Mining,0,0
2017,Female,Tasmania,Manufacturing,4100,3089258.7
2017,Female,Tasmania,"Electricity, Gas, Water and Waste Services",700,1135085.9
2017,Female,Tasmania,Construction,1800,1270868.6
2017,Female,Tasmania,Wholesale Trade,700,1299897.2
2017,Female,Tasmania,Retail Trade,16700,8151381.5
2017,Female,Tasmania,Accommodation and Food Services,11200,4466053.9
2017,Female,Tasmania,"Transport, Postal and Warehousing",1800,802491.8
2017,Female,Tasmania,Information Media and Telecommunications,1500,1684159.6
2017,Female,Tasmania,Financial and Insurance Services,2700,2551464.2
2017,Female,Tasmania,"Rental, Hiring and Real Estate Services",1100,1335577.1
2017,Female,Tasmania,"Professional, Scientific and Technical Services",5600,3290108.1
2017,Female,Tasmania,Administrative and Support Services,2700,1322339.8
2017,Female,Tasmania,Public Administration and Safety,9900,11309225.6
2017,Female,Tasmania,Education and Training,14300,15432342.2
2017,Female,Tasmania,Health Care and Social Assistance,31200,27086503.7
2017,Female,Tasmania,Arts and Recreation Services,2600,956884.3
2017,Female,Tasmania,Other Services,4500,1763933.2
2017,Female,Tasmania,Total,121000,89327093.9
2017,Female,Northern Territory,"Agriculture, Forestry and Fishing",200,292090.5
2017,Female,Northern Territory,Mining,400,681306.7
2017,Female,Northern Territory,Manufacturing,1400,969997.9
2017,Female,Northern Territory,"Electricity, Gas, Water and Waste Services",600,490698.6
2017,Female,Northern Territory,Construction,1600,1563523.8
2017,Female,Northern Territory,Wholesale Trade,800,596638.4
2017,Female,Northern Territory,Retail Trade,5600,4279036.2
2017,Female,Northern Territory,Accommodation and Food Services,4700,2874340.5
2017,Female,Northern Territory,"Transport, Postal and Warehousing",1000,1389111.1
2017,Female,Northern Territory,Information Media and Telecommunications,300,783388.9
2017,Female,Northern Territory,Financial and Insurance Services,800,789025.1
2017,Female,Northern Territory,"Rental, Hiring and Real Estate Services",1800,2238072.7
2017,Female,Northern Territory,"Professional, Scientific and Technical Services",2500,2297156.2
2017,Female,Northern Territory,Administrative and Support Services,1600,1464123.6
2017,Female,Northern Territory,Public Administration and Safety,9100,13182667.2
2017,Female,Northern Territory,Education and Training,8900,11031783.1
2017,Female,Northern Territory,Health Care and Social Assistance,14800,18178621.9
2017,Female,Northern Territory,Arts and Recreation Services,1600,1089477
2017,Female,Northern Territory,Other Services,2400,1103359.4
2017,Female,Northern Territory,Total,59400,64770171.1
2017,Female,Australian Capital Territory,"Agriculture, Forestry and Fishing",0,0
2017,Female,Australian Capital Territory,Mining,0,0
2017,Female,Australian Capital Territory,Manufacturing,500,582151
2017,Female,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",0,0
2017,Female,Australian Capital Territory,Construction,1900,1520977.3
2017,Female,Australian Capital Territory,Wholesale Trade,0,0
2017,Female,Australian Capital Territory,Retail Trade,8800,3928033.5
2017,Female,Australian Capital Territory,Accommodation and Food Services,10500,5872675.4
2017,Female,Australian Capital Territory,"Transport, Postal and Warehousing",700,636182.1
2017,Female,Australian Capital Territory,Information Media and Telecommunications,1700,2144297.3
2017,Female,Australian Capital Territory,Financial and Insurance Services,2200,4954436.5
2017,Female,Australian Capital Territory,"Rental, Hiring and Real Estate Services",600,893675.2
2017,Female,Australian Capital Territory,"Professional, Scientific and Technical Services",10800,13217445.8
2017,Female,Australian Capital Territory,Administrative and Support Services,3500,2789853.2
2017,Female,Australian Capital Territory,Public Administration and Safety,33400,52973369.9
2017,Female,Australian Capital Territory,Education and Training,15000,18691596
2017,Female,Australian Capital Territory,Health Care and Social Assistance,17900,18219440.2
2017,Female,Australian Capital Territory,Arts and Recreation Services,2700,2881991.4
2017,Female,Australian Capital Territory,Other Services,2800,2188302
2017,Female,Australian Capital Territory,Total,112800,132416818.4
2017,Female,Total,"Agriculture, Forestry and Fishing",101900,44865202.9
2017,Female,Total,Mining,37100,68408362.1
2017,Female,Total,Manufacturing,238400,217095674.6
2017,Female,Total,"Electricity, Gas, Water and Waste Services",33200,41899858.5
2017,Female,Total,Construction,125500,95359219.4
2017,Female,Total,Wholesale Trade,115400,119075274.9
2017,Female,Total,Retail Trade,677600,450107960.9
2017,Female,Total,Accommodation and Food Services,480600,244057737.6
2017,Female,Total,"Transport, Postal and Warehousing",134900,156283285.8
2017,Female,Total,Information Media and Telecommunications,102200,109471051.4
2017,Female,Total,Financial and Insurance Services,216300,303696285.4
2017,Female,Total,"Rental, Hiring and Real Estate Services",104900,107127870.9
2017,Female,Total,"Professional, Scientific and Technical Services",449900,475421601.4
2017,Female,Total,Administrative and Support Services,209300,165944287.2
2017,Female,Total,Public Administration and Safety,345700,461690941.2
2017,Female,Total,Education and Training,734000,800594032.2
2017,Female,Total,Health Care and Social Assistance,1297400,1244095094
2017,Female,Total,Arts and Recreation Services,115500,74189696.1
2017,Female,Total,Other Services,215800,123048385.8
2017,Female,Total,Total,5728200,5333359918
2017,Male,New South Wales,"Agriculture, Forestry and Fishing",49200,29179267.7
2017,Male,New South Wales,Mining,35900,95163750.2
2017,Male,New South Wales,Manufacturing,194900,262488964.1
2017,Male,New South Wales,"Electricity, Gas, Water and Waste Services",30800,57775945
2017,Male,New South Wales,Construction,314400,330930729
2017,Male,New South Wales,Wholesale Trade,99100,147733488
2017,Male,New South Wales,Retail Trade,165600,143857163.8
2017,Male,New South Wales,Accommodation and Food Services,121300,81059817.2
2017,Male,New South Wales,"Transport, Postal and Warehousing",164000,209409370.6
2017,Male,New South Wales,Information Media and Telecommunications,55600,97200615.8
2017,Male,New South Wales,Financial and Insurance Services,82500,176483971
2017,Male,New South Wales,"Rental, Hiring and Real Estate Services",30200,41015272
2017,Male,New South Wales,"Professional, Scientific and Technical Services",206600,384283295.4
2017,Male,New South Wales,Administrative and Support Services,61100,48315653.1
2017,Male,New South Wales,Public Administration and Safety,122900,182756682.9
2017,Male,New South Wales,Education and Training,97700,118850567.7
2017,Male,New South Wales,Health Care and Social Assistance,125800,157670046.3
2017,Male,New South Wales,Arts and Recreation Services,34400,32249261.5
2017,Male,New South Wales,Other Services,73700,61942495.6
2017,Male,New South Wales,Total,2067800,2669206205
2017,Male,Victoria,"Agriculture, Forestry and Fishing",76700,42246483.2
2017,Male,Victoria,Mining,5300,12684937.2
2017,Male,Victoria,Manufacturing,197700,243971336.7
2017,Male,Victoria,"Electricity, Gas, Water and Waste Services",21900,36734821.7
2017,Male,Victoria,Construction,261900,269502853.7
2017,Male,Victoria,Wholesale Trade,71900,94267065.5
2017,Male,Victoria,Retail Trade,165300,146339716.3
2017,Male,Victoria,Accommodation and Food Services,99300,62143326.2
2017,Male,Victoria,"Transport, Postal and Warehousing",127800,160876626.8
2017,Male,Victoria,Information Media and Telecommunications,29000,48999901.4
2017,Male,Victoria,Financial and Insurance Services,56400,108419913.1
2017,Male,Victoria,"Rental, Hiring and Real Estate Services",24100,32396352.4
2017,Male,Victoria,"Professional, Scientific and Technical Services",159700,256703244.7
2017,Male,Victoria,Administrative and Support Services,53800,59272157.7
2017,Male,Victoria,Public Administration and Safety,73900,114686229
2017,Male,Victoria,Education and Training,76500,107484083.5
2017,Male,Victoria,Health Care and Social Assistance,93400,113876184.2
2017,Male,Victoria,Arts and Recreation Services,34200,35234154.7
2017,Male,Victoria,Other Services,78500,76839920.1
2017,Male,Victoria,Total,1714900,2013805790
2017,Male,Queensland,"Agriculture, Forestry and Fishing",34400,22571289.5
2017,Male,Queensland,Mining,52600,109277810.7
2017,Male,Queensland,Manufacturing,121200,173157389.6
