Year,Sex,State,Industry,People,Weekly_Sum
2018,Female,Total,Public Administration and Safety,401000,577159519.7
2018,Female,Total,Education and Training,739900,829329762.6
2018,Female,Total,Health Care and Social Assistance,1315200,1358937859
2018,Female,Total,Arts and Recreation Services,123200,78790022.7
2018,Female,Total,Other Services,210100,123908858
2018,Female,Total,Total,5873900,5664302856
2018,Male,New South Wales,"Agriculture, Forestry and Fishing",57500,38602156.2
2018,Male,New South Wales,Mining,44500,83358348.4
2018,Male,New South Wales,Manufacturing,191200,276180219.4
2018,Male,New South Wales,"Electricity, Gas, Water and Waste Services",29700,66522549.9
2018,Male,New South Wales,Construction,340600,409300404.5
2018,Male,New South Wales,Wholesale Trade,88900,121260420.3
2018,Male,New South Wales,Retail Trade,161600,156756061.1
2018,Male,New South Wales,Accommodation and Food Services,122000,79692453.5
2018,Male,New South Wales,"Transport, Postal and Warehousing",164100,216346099.9
2018,Male,New South Wales,Information Media and Telecommunications,50800,92801985.1
2018,Male,New South Wales,Financial and Insurance Services,103800,258732341.4
2018,Male,New South Wales,"Rental, Hiring and Real Estate Services",46700,57498981.7
2018,Male,New South Wales,"Professional, Scientific and Technical Services",238800,402747586.9
2018,Male,New South Wales,Administrative and Support Services,60600,48972968.4
2018,Male,New South Wales,Public Administration and Safety,110500,182812952
2018,Male,New South Wales,Education and Training,95300,130570031.5
2018,Male,New South Wales,Health Care and Social Assistance,106800,141245449.3
2018,Male,New South Wales,Arts and Recreation Services,38000,36644155.1
2018,Male,New South Wales,Other Services,78200,75873764.8
2018,Male,New South Wales,Total,2118700,2890111453
2018,Male,Victoria,"Agriculture, Forestry and Fishing",64400,42202871.5
2018,Male,Victoria,Mining,10900,25735384
2018,Male,Victoria,Manufacturing,211000,300343563.4
2018,Male,Victoria,"Electricity, Gas, Water and Waste Services",24300,39384131.2
2018,Male,Victoria,Construction,280300,321655205.9
2018,Male,Victoria,Wholesale Trade,67600,92641281.2
2018,Male,Victoria,Retail Trade,147700,149200835.5
2018,Male,Victoria,Accommodation and Food Services,102000,57865168.7
2018,Male,Victoria,"Transport, Postal and Warehousing",127000,152235964.3
2018,Male,Victoria,Information Media and Telecommunications,46100,77202261.9
2018,Male,Victoria,Financial and Insurance Services,64800,111458365.4
2018,Male,Victoria,"Rental, Hiring and Real Estate Services",23100,26273486.1
2018,Male,Victoria,"Professional, Scientific and Technical Services",165100,246075690.6
2018,Male,Victoria,Administrative and Support Services,53400,49492639.5
2018,Male,Victoria,Public Administration and Safety,94500,179315219.1
2018,Male,Victoria,Education and Training,73600,85978841.3
2018,Male,Victoria,Health Care and Social Assistance,98000,130725874.2
2018,Male,Victoria,Arts and Recreation Services,33500,33258688.1
2018,Male,Victoria,Other Services,71200,60306500.8
2018,Male,Victoria,Total,1755900,2177498456
2018,Male,Queensland,"Agriculture, Forestry and Fishing",37800,26812275.5
2018,Male,Queensland,Mining,56500,122706442.5
2018,Male,Queensland,Manufacturing,141500,185667191.2
2018,Male,Queensland,"Electricity, Gas, Water and Waste Services",26700,54663571
2018,Male,Queensland,Construction,201000,231759938.4
2018,Male,Queensland,Wholesale Trade,47300,60590512.6
2018,Male,Queensland,Retail Trade,100600,86559183.8
2018,Male,Queensland,Accommodation and Food Services,82900,47310164.3
2018,Male,Queensland,"Transport, Postal and Warehousing",112000,149237362.4
2018,Male,Queensland,Information Media and Telecommunications,13900,17847993.8
2018,Male,Queensland,Financial and Insurance Services,30200,39055326.4
2018,Male,Queensland,"Rental, Hiring and Real Estate Services",25800,28786144
2018,Male,Queensland,"Professional, Scientific and Technical Services",86800,137230345.3
2018,Male,Queensland,Administrative and Support Services,31900,28363427.5
2018,Male,Queensland,Public Administration and Safety,91800,148446636.8
2018,Male,Queensland,Education and Training,60300,73218483
2018,Male,Queensland,Health Care and Social Assistance,76800,105089349.3
2018,Male,Queensland,Arts and Recreation Services,21900,20408379.2
2018,Male,Queensland,Other Services,51200,58473394.4
2018,Male,Queensland,Total,1296800,1624141932
2018,Male,South Australia,"Agriculture, Forestry and Fishing",30100,20549785.6
2018,Male,South Australia,Mining,7800,13766190.7
2018,Male,South Australia,Manufacturing,50700,66384900.2
2018,Male,South Australia,"Electricity, Gas, Water and Waste Services",11400,17564978.6
2018,Male,South Australia,Construction,63700,62955417
2018,Male,South Australia,Wholesale Trade,17800,22270411
2018,Male,South Australia,Retail Trade,38300,30249173.6
2018,Male,South Australia,Accommodation and Food Services,29400,16647392.3
2018,Male,South Australia,"Transport, Postal and Warehousing",34100,31180336.9
2018,Male,South Australia,Information Media and Telecommunications,5700,6302124.1
2018,Male,South Australia,Financial and Insurance Services,9800,11780189.5
2018,Male,South Australia,"Rental, Hiring and Real Estate Services",7800,9614803.6
2018,Male,South Australia,"Professional, Scientific and Technical Services",31100,42564703.7
2018,Male,South Australia,Administrative and Support Services,12700,8840755.1
2018,Male,South Australia,Public Administration and Safety,33800,57658540.2
2018,Male,South Australia,Education and Training,17500,22624120.5
2018,Male,South Australia,Health Care and Social Assistance,21500,34609327.3
2018,Male,South Australia,Arts and Recreation Services,8800,7709286
2018,Male,South Australia,Other Services,16900,18326251.9
2018,Male,South Australia,Total,446800,504859948.6
2018,Male,Western Australia,"Agriculture, Forestry and Fishing",29300,22768248.8
2018,Male,Western Australia,Mining,89200,233152292
2018,Male,Western Australia,Manufacturing,60800,88661984.7
2018,Male,Western Australia,"Electricity, Gas, Water and Waste Services",16400,33427232.7
2018,Male,Western Australia,Construction,111000,140844013.6
2018,Male,Western Australia,Wholesale Trade,25100,41120510.5
2018,Male,Western Australia,Retail Trade,59300,51258128.5
2018,Male,Western Australia,Accommodation and Food Services,39900,30145479.5
2018,Male,Western Australia,"Transport, Postal and Warehousing",56500,76665468.9
2018,Male,Western Australia,Information Media and Telecommunications,8200,7852686.6
2018,Male,Western Australia,Financial and Insurance Services,10000,16402195.4
2018,Male,Western Australia,"Rental, Hiring and Real Estate Services",7700,11927326.1
2018,Male,Western Australia,"Professional, Scientific and Technical Services",50600,99311515.2
2018,Male,Western Australia,Administrative and Support Services,22800,27914183.1
2018,Male,Western Australia,Public Administration and Safety,44000,80823421.4
2018,Male,Western Australia,Education and Training,28600,46355120.7
2018,Male,Western Australia,Health Care and Social Assistance,34700,55028864.5
2018,Male,Western Australia,Arts and Recreation Services,10700,9466906.5
2018,Male,Western Australia,Other Services,32800,31781552.7
2018,Male,Western Australia,Total,736400,1107083608
2018,Male,Tasmania,"Agriculture, Forestry and Fishing",7200,6593948.7
2018,Male,Tasmania,Mining,4100,10502814
2018,Male,Tasmania,Manufacturing,14100,17826893.8
2018,Male,Tasmania,"Electricity, Gas, Water and Waste Services",2000,3049020.3
2018,Male,Tasmania,Construction,20600,17519960.8
2018,Male,Tasmania,Wholesale Trade,4100,4715942.3
2018,Male,Tasmania,Retail Trade,12800,9368234
2018,Male,Tasmania,Accommodation and Food Services,9600,5234886
2018,Male,Tasmania,"Transport, Postal and Warehousing",8900,9997566.8
2018,Male,Tasmania,Information Media and Telecommunications,1100,1504496.4
2018,Male,Tasmania,Financial and Insurance Services,2900,3053435.7
2018,Male,Tasmania,"Rental, Hiring and Real Estate Services",2000,2500748.2
2018,Male,Tasmania,"Professional, Scientific and Technical Services",7700,8797893.1
2018,Male,Tasmania,Administrative and Support Services,2900,2405559.4
2018,Male,Tasmania,Public Administration and Safety,7800,11262789.2
2018,Male,Tasmania,Education and Training,6500,9430441.5
2018,Male,Tasmania,Health Care and Social Assistance,8600,12494023.7
2018,Male,Tasmania,Arts and Recreation Services,4100,2595620.1
2018,Male,Tasmania,Other Services,6600,4271424
2018,Male,Tasmania,Total,135100,143640505.3
2018,Male,Northern Territory,"Agriculture, Forestry and Fishing",2000,1752922
2018,Male,Northern Territory,Mining,2800,7748495
2018,Male,Northern Territory,Manufacturing,3300,4858462.6
2018,Male,Northern Territory,"Electricity, Gas, Water and Waste Services",2100,4418948.7
2018,Male,Northern Territory,Construction,12100,15656082.4
2018,Male,Northern Territory,Wholesale Trade,1200,2404653.4
2018,Male,Northern Territory,Retail Trade,4500,4555270.2
2018,Male,Northern Territory,Accommodation and Food Services,5700,4804822.4
2018,Male,Northern Territory,"Transport, Postal and Warehousing",4700,5403466.3
2018,Male,Northern Territory,Information Media and Telecommunications,700,1111426.9
2018,Male,Northern Territory,Financial and Insurance Services,300,1014977.5
2018,Male,Northern Territory,"Rental, Hiring and Real Estate Services",900,2176357.9
2018,Male,Northern Territory,"Professional, Scientific and Technical Services",3000,4011568.5
2018,Male,Northern Territory,Administrative and Support Services,2200,2272302.4
2018,Male,Northern Territory,Public Administration and Safety,9100,18335027.3
2018,Male,Northern Territory,Education and Training,2400,4329562.2
2018,Male,Northern Territory,Health Care and Social Assistance,5100,9608883.6
2018,Male,Northern Territory,Arts and Recreation Services,1700,2048020.6
2018,Male,Northern Territory,Other Services,3300,2811540.2
2018,Male,Northern Territory,Total,67200,96636820.9
2018,Male,Australian Capital Territory,"Agriculture, Forestry and Fishing",0,0
2018,Male,Australian Capital Territory,Mining,0,0
2018,Male,Australian Capital Territory,Manufacturing,3800,4242233.2
2018,Male,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",600,1502583.6
2018,Male,Australian Capital Territory,Construction,13500,13721705.8
2018,Male,Australian Capital Territory,Wholesale Trade,1400,1040334.9
2018,Male,Australian Capital Territory,Retail Trade,6700,12930470.7
2018,Male,Australian Capital Territory,Accommodation and Food Services,9500,5603050.9
2018,Male,Australian Capital Territory,"Transport, Postal and Warehousing",5600,4048906.1
2018,Male,Australian Capital Territory,Information Media and Telecommunications,1500,2219877.5
2018,Male,Australian Capital Territory,Financial and Insurance Services,2000,3373939.3
2018,Male,Australian Capital Territory,"Rental, Hiring and Real Estate Services",1600,2197125.9
2018,Male,Australian Capital Territory,"Professional, Scientific and Technical Services",14400,32189004.2
2018,Male,Australian Capital Territory,Administrative and Support Services,4800,4886949.4
2018,Male,Australian Capital Territory,Public Administration and Safety,34100,68177365.6
2018,Male,Australian Capital Territory,Education and Training,8900,13187715
2018,Male,Australian Capital Territory,Health Care and Social Assistance,7100,13917853.1
2018,Male,Australian Capital Territory,Arts and Recreation Services,1200,960991.2
2018,Male,Australian Capital Territory,Other Services,5300,4481007.6
2018,Male,Australian Capital Territory,Total,120400,184242111
2018,Male,Total,"Agriculture, Forestry and Fishing",225800,150947836.5
2018,Male,Total,Mining,213100,491755818.9
2018,Male,Total,Manufacturing,678700,944487251
2018,Male,Total,"Electricity, Gas, Water and Waste Services",114600,216734007.3
2018,Male,Total,Construction,1037600,1213315007
2018,Male,Total,Wholesale Trade,253400,353046220
2018,Male,Total,Retail Trade,534500,499598078.2
2018,Male,Total,Accommodation and Food Services,398300,248536947
2018,Male,Total,"Transport, Postal and Warehousing",511700,647312115.9
2018,Male,Total,Information Media and Telecommunications,127700,200220712.9
2018,Male,Total,Financial and Insurance Services,223800,454985138.8
2018,Male,Total,"Rental, Hiring and Real Estate Services",113500,142771051.2
2018,Male,Total,"Professional, Scientific and Technical Services",603800,973775377.6
2018,Male,Total,Administrative and Support Services,188900,170869776.6
2018,Male,Total,Public Administration and Safety,421300,734539849
2018,Male,Total,Education and Training,288300,389320243.9
2018,Male,Total,Health Care and Social Assistance,361700,499764187.1
2018,Male,Total,Arts and Recreation Services,119900,112774105
2018,Male,Total,Other Services,265400,258959704.6
2018,Male,Total,Total,6683700,8720878704
2018,Total,New South Wales,"Agriculture, Forestry and Fishing",74900,48439665.6
2018,Total,New South Wales,Mining,52200,99613908.2
2018,Total,New South Wales,Manufacturing,294100,380285494.2
2018,Total,New South Wales,"Electricity, Gas, Water and Waste Services",38700,74501789
2018,Total,New South Wales,Construction,387200,462841242.6
2018,Total,New South Wales,Wholesale Trade,128300,163985473.2
2018,Total,New South Wales,Retail Trade,391700,309616661.5
2018,Total,New South Wales,Accommodation and Food Services,262000,149366643.5
2018,Total,New South Wales,"Transport, Postal and Warehousing",207700,258215297.9
2018,Total,New South Wales,Information Media and Telecommunications,89500,146586293.1
2018,Total,New South Wales,Financial and Insurance Services,206000,431580767
2018,Total,New South Wales,"Rental, Hiring and Real Estate Services",79600,119765269.4
2018,Total,New South Wales,"Professional, Scientific and Technical Services",417100,613542191.8
2018,Total,New South Wales,Administrative and Support Services,120000,97908189.3
2018,Total,New South Wales,Public Administration and Safety,208600,317127715.4
2018,Total,New South Wales,Education and Training,323500,411218128.9
2018,Total,New South Wales,Health Care and Social Assistance,510800,560914989
2018,Total,New South Wales,Arts and Recreation Services,82000,62190795.7
2018,Total,New South Wales,Other Services,129900,107115365.6
2018,Total,New South Wales,Total,3992300,4799659568
2018,Total,Victoria,"Agriculture, Forestry and Fishing",88600,47642608.3
2018,Total,Victoria,Mining,10300,23408654.5
2018,Total,Victoria,Manufacturing,288600,377684821.8
2018,Total,Victoria,"Electricity, Gas, Water and Waste Services",37900,59917731.8
2018,Total,Victoria,Construction,314600,356086945.1
2018,Total,Victoria,Wholesale Trade,104100,143391435.8
2018,Total,Victoria,Retail Trade,318400,262027938.3
2018,Total,Victoria,Accommodation and Food Services,213000,106457952.2
2018,Total,Victoria,"Transport, Postal and Warehousing",163700,185659520.6
2018,Total,Victoria,Information Media and Telecommunications,75600,110551236.2
2018,Total,Victoria,Financial and Insurance Services,122400,205259279.2
2018,Total,Victoria,"Rental, Hiring and Real Estate Services",48000,50585522.2
2018,Total,Victoria,"Professional, Scientific and Technical Services",282600,371458395.5
2018,Total,Victoria,Administrative and Support Services,106000,89313615.1
2018,Total,Victoria,Public Administration and Safety,176300,291124862
2018,Total,Victoria,Education and Training,262400,278136560
2018,Total,Victoria,Health Care and Social Assistance,455200,492884832.2
2018,Total,Victoria,Arts and Recreation Services,72400,56688982
2018,Total,Victoria,Other Services,125600,101557652.2
2018,Total,Victoria,Total,3273800,3601367820
2018,Total,Queensland,"Agriculture, Forestry and Fishing",58100,31718281.8
2018,Total,Queensland,Mining,72100,139038541
2018,Total,Queensland,Manufacturing,189100,217959610.3
2018,Total,Queensland,"Electricity, Gas, Water and Waste Services",33900,56923004.7
2018,Total,Queensland,Construction,229200,258671065.3
2018,Total,Queensland,Wholesale Trade,74300,88128911.9
2018,Total,Queensland,Retail Trade,241200,170042224.7
2018,Total,Queensland,Accommodation and Food Services,190000,106520049.9
2018,Total,Queensland,"Transport, Postal and Warehousing",140600,188614106.6
2018,Total,Queensland,Information Media and Telecommunications,27000,29790563.5
2018,Total,Queensland,Financial and Insurance Services,65200,78781153.2
2018,Total,Queensland,"Rental, Hiring and Real Estate Services",46000,47570863.5
2018,Total,Queensland,"Professional, Scientific and Technical Services",169200,208498039
2018,Total,Queensland,Administrative and Support Services,78800,60605252.6
2018,Total,Queensland,Public Administration and Safety,172500,254594950.7
2018,Total,Queensland,Education and Training,224600,253098526.6
2018,Total,Queensland,Health Care and Social Assistance,327500,386047645.1
2018,Total,Queensland,Arts and Recreation Services,36600,28946228.8
2018,Total,Queensland,Other Services,96500,79648554.6
2018,Total,Queensland,Total,2466700,2692875156
2018,Total,South Australia,"Agriculture, Forestry and Fishing",40500,23522397.6
2018,Total,South Australia,Mining,9400,20365094.1
2018,Total,South Australia,Manufacturing,69900,83171557.2
2018,Total,South Australia,"Electricity, Gas, Water and Waste Services",14000,22060409
2018,Total,South Australia,Construction,73200,67759664.8
2018,Total,South Australia,Wholesale Trade,24800,25561403.9
2018,Total,South Australia,Retail Trade,87900,57443469
2018,Total,South Australia,Accommodation and Food Services,64700,32639027.3
2018,Total,South Australia,"Transport, Postal and Warehousing",39700,37991996.9
2018,Total,South Australia,Information Media and Telecommunications,10500,10944427.2
2018,Total,South Australia,Financial and Insurance Services,22500,26798719.8
2018,Total,South Australia,"Rental, Hiring and Real Estate Services",13500,15495495.5
2018,Total,South Australia,"Professional, Scientific and Technical Services",53800,78744261
2018,Total,South Australia,Administrative and Support Services,27600,16931369.7
2018,Total,South Australia,Public Administration and Safety,64200,98101721.3
2018,Total,South Australia,Education and Training,60900,73769167.4
2018,Total,South Australia,Health Care and Social Assistance,126100,132980320.2
2018,Total,South Australia,Arts and Recreation Services,15500,12004236.4
2018,Total,South Australia,Other Services,30000,26658888
2018,Total,South Australia,Total,847200,872379335.1
2018,Total,Western Australia,"Agriculture, Forestry and Fishing",43600,31992407.6
2018,Total,Western Australia,Mining,102200,261946473
2018,Total,Western Australia,Manufacturing,83700,109885031.3
2018,Total,Western Australia,"Electricity, Gas, Water and Waste Services",18600,38531989.4
2018,Total,Western Australia,Construction,127800,151576104.8
2018,Total,Western Australia,Wholesale Trade,36500,51377325.6
2018,Total,Western Australia,Retail Trade,125800,99863764.8
2018,Total,Western Australia,Accommodation and Food Services,89100,51272018.9
2018,Total,Western Australia,"Transport, Postal and Warehousing",70900,91493987.8
2018,Total,Western Australia,Information Media and Telecommunications,10800,9416047.5
2018,Total,Western Australia,Financial and Insurance Services,26300,36285903.9
2018,Total,Western Australia,"Rental, Hiring and Real Estate Services",17900,23488691
2018,Total,Western Australia,"Professional, Scientific and Technical Services",91100,134015035.8
2018,Total,Western Australia,Administrative and Support Services,46500,39879513.8
2018,Total,Western Australia,Public Administration and Safety,99100,165900450.2
2018,Total,Western Australia,Education and Training,105500,140882306.2
2018,Total,Western Australia,Health Care and Social Assistance,170500,189400354.8
2018,Total,Western Australia,Arts and Recreation Services,24800,21306050.2
2018,Total,Western Australia,Other Services,60900,45090360.3
2018,Total,Western Australia,Total,1354300,1686976417
2018,Total,Tasmania,"Agriculture, Forestry and Fishing",11000,7445517.4
2018,Total,Tasmania,Mining,4200,10066219.1
2018,Total,Tasmania,Manufacturing,19300,20273525
2018,Total,Tasmania,"Electricity, Gas, Water and Waste Services",3400,4751993.3
2018,Total,Tasmania,Construction,21800,18332763.7
2018,Total,Tasmania,Wholesale Trade,4900,6359971.7
2018,Total,Tasmania,Retail Trade,28700,18194038.5
2018,Total,Tasmania,Accommodation and Food Services,22100,11866786.6
2018,Total,Tasmania,"Transport, Postal and Warehousing",12500,13704830.4
2018,Total,Tasmania,Information Media and Telecommunications,3700,3662070.6
2018,Total,Tasmania,Financial and Insurance Services,6300,5441800.2
2018,Total,Tasmania,"Rental, Hiring and Real Estate Services",5000,4045937.1
2018,Total,Tasmania,"Professional, Scientific and Technical Services",15200,14980795.1
2018,Total,Tasmania,Administrative and Support Services,5900,3186927.5
2018,Total,Tasmania,Public Administration and Safety,17100,23807236
2018,Total,Tasmania,Education and Training,22100,23922087
2018,Total,Tasmania,Health Care and Social Assistance,40600,44793093.9
2018,Total,Tasmania,Arts and Recreation Services,5900,4330196.3
2018,Total,Tasmania,Other Services,11200,7621788.7
2018,Total,Tasmania,Total,258900,246899444.2
2018,Total,Northern Territory,"Agriculture, Forestry and Fishing",2600,2108195.7
2018,Total,Northern Territory,Mining,3500,9086539.5
2018,Total,Northern Territory,Manufacturing,3600,5722648.1
2018,Total,Northern Territory,"Electricity, Gas, Water and Waste Services",2200,4533807.5
2018,Total,Northern Territory,Construction,13100,16403558.6
2018,Total,Northern Territory,Wholesale Trade,1900,2093880.1
2018,Total,Northern Territory,Retail Trade,10300,8940306.5
2018,Total,Northern Territory,Accommodation and Food Services,10900,8783866.9
2018,Total,Northern Territory,"Transport, Postal and Warehousing",5300,5833110.9
2018,Total,Northern Territory,Information Media and Telecommunications,1700,2246854.9
2018,Total,Northern Territory,Financial and Insurance Services,1000,2184444.3
2018,Total,Northern Territory,"Rental, Hiring and Real Estate Services",1200,2130039.4
2018,Total,Northern Territory,"Professional, Scientific and Technical Services",5500,9823519.8
2018,Total,Northern Territory,Administrative and Support Services,5500,5958240.9
2018,Total,Northern Territory,Public Administration and Safety,20200,34865881.4
2018,Total,Northern Territory,Education and Training,8900,12537013.8
2018,Total,Northern Territory,Health Care and Social Assistance,18000,26290285.1
2018,Total,Northern Territory,Arts and Recreation Services,3300,3371797
2018,Total,Northern Territory,Other Services,6400,5198470.5
2018,Total,Northern Territory,Total,125700,165826560.1
2018,Total,Australian Capital Territory,"Agriculture, Forestry and Fishing",0,0
2018,Total,Australian Capital Territory,Mining,0,0
2018,Total,Australian Capital Territory,Manufacturing,4700,4948971.2
2018,Total,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",900,1561925.5
2018,Total,Australian Capital Territory,Construction,14900,15872641.1
2018,Total,Australian Capital Territory,Wholesale Trade,1800,736206.7
2018,Total,Australian Capital Territory,Retail Trade,17300,18843299.2
2018,Total,Australian Capital Territory,Accommodation and Food Services,18300,9024228.4
2018,Total,Australian Capital Territory,"Transport, Postal and Warehousing",6300,4738111.2
2018,Total,Australian Capital Territory,Information Media and Telecommunications,3500,4216837
2018,Total,Australian Capital Territory,Financial and Insurance Services,3900,6590298.8
2018,Total,Australian Capital Territory,"Rental, Hiring and Real Estate Services",1600,2206646.8
2018,Total,Australian Capital Territory,"Professional, Scientific and Technical Services",23100,42857376
2018,Total,Australian Capital Territory,Administrative and Support Services,7000,5120371.1
2018,Total,Australian Capital Territory,Public Administration and Safety,68800,126328685.6
2018,Total,Australian Capital Territory,Education and Training,22300,28653673.9
2018,Total,Australian Capital Territory,Health Care and Social Assistance,28400,38135018.5
2018,Total,Australian Capital Territory,Arts and Recreation Services,2700,2106246.2
2018,Total,Australian Capital Territory,Other Services,10400,8406446.5
2018,Total,Australian Capital Territory,Total,234300,322908221.6
2018,Total,Total,"Agriculture, Forestry and Fishing",321700,184494746.2
2018,Total,Total,Mining,254300,570384454.6
2018,Total,Total,Manufacturing,953900,1198674311
2018,Total,Total,"Electricity, Gas, Water and Waste Services",150200,262484683.9
2018,Total,Total,Construction,1181900,1339021894
2018,Total,Total,Wholesale Trade,372000,485546050.3
2018,Total,Total,Retail Trade,1222800,942496088.5
2018,Total,Total,Accommodation and Food Services,864600,480670806
2018,Total,Total,"Transport, Postal and Warehousing",648300,786125761.4
2018,Total,Total,Information Media and Telecommunications,220100,308731269.3
2018,Total,Total,Financial and Insurance Services,454500,786652229.5
2018,Total,Total,"Rental, Hiring and Real Estate Services",214100,262676393.6
2018,Total,Total,"Professional, Scientific and Technical Services",1053100,1485757899
2018,Total,Total,Administrative and Support Services,397300,327107189.9
2018,Total,Total,Public Administration and Safety,824600,1310534830
2018,Total,Total,Education and Training,1026900,1215106828
2018,Total,Total,Health Care and Social Assistance,1677800,1858831925
2018,Total,Total,Arts and Recreation Services,242600,189915481.4
2018,Total,Total,Other Services,472900,382009443.3
2018,Total,Total,Total,12554400,14385599204
2019,Female,New South Wales,"Agriculture, Forestry and Fishing",27400,10929554.2
2019,Female,New South Wales,Mining,4800,9482918.2
2019,Female,New South Wales,Manufacturing,72200,67270987.7
2019,Female,New South Wales,"Electricity, Gas, Water and Waste Services",7800,13935038.1
2019,Female,New South Wales,Construction,30200,25900675
2019,Female,New South Wales,Wholesale Trade,42700,49664376.4
2019,Female,New South Wales,Retail Trade,212600,148276087.2
2019,Female,New South Wales,Accommodation and Food Services,163900,91577157.9
2019,Female,New South Wales,"Transport, Postal and Warehousing",49900,54939756.6
2019,Female,New South Wales,Information Media and Telecommunications,31200,41751524
2019,Female,New South Wales,Financial and Insurance Services,94700,162915005.4
2019,Female,New South Wales,"Rental, Hiring and Real Estate Services",32900,28643002.4
2019,Female,New South Wales,"Professional, Scientific and Technical Services",172700,236584943.5
2019,Female,New South Wales,Administrative and Support Services,86300,76323141.1
2019,Female,New South Wales,Public Administration and Safety,113100,174517920.7
2019,Female,New South Wales,Education and Training,234200,300323057.5
2019,Female,New South Wales,Health Care and Social Assistance,429100,457061944.8
2019,Female,New South Wales,Arts and Recreation Services,36200,26770907.4
2019,Female,New South Wales,Other Services,63800,36488156.4
2019,Female,New South Wales,Total,1900300,2005655394
2019,Female,Victoria,"Agriculture, Forestry and Fishing",21000,15138151
2019,Female,Victoria,Mining,2400,4480802.2
2019,Female,Victoria,Manufacturing,76800,83050639.5
2019,Female,Victoria,"Electricity, Gas, Water and Waste Services",13400,12840705
2019,Female,Victoria,Construction,37400,36112139.5
2019,Female,Victoria,Wholesale Trade,38600,37365771.1
2019,Female,Victoria,Retail Trade,183300,119567684.8
2019,Female,Victoria,Accommodation and Food Services,130100,64754297.1
2019,Female,Victoria,"Transport, Postal and Warehousing",34100,32069579.1
2019,Female,Victoria,Information Media and Telecommunications,23200,22482927.6
2019,Female,Victoria,Financial and Insurance Services,65900,99685562.1
2019,Female,Victoria,"Rental, Hiring and Real Estate Services",23600,32274129.1
2019,Female,Victoria,"Professional, Scientific and Technical Services",137600,177083270.2
2019,Female,Victoria,Administrative and Support Services,60900,50400692.2
2019,Female,Victoria,Public Administration and Safety,98700,134989726.3
2019,Female,Victoria,Education and Training,217300,241275963.3
2019,Female,Victoria,Health Care and Social Assistance,327100,328612439.3
2019,Female,Victoria,Arts and Recreation Services,30000,17743871.5
2019,Female,Victoria,Other Services,60000,29691175.6
2019,Female,Victoria,Total,1585400,1531493217
2019,Female,Queensland,"Agriculture, Forestry and Fishing",30700,14523939.7
2019,Female,Queensland,Mining,10200,16845696.5
2019,Female,Queensland,Manufacturing,35200,28317723.6
2019,Female,Queensland,"Electricity, Gas, Water and Waste Services",5900,7756575.5
2019,Female,Queensland,Construction,31900,27401669.4
2019,Female,Queensland,Wholesale Trade,22700,27346079.7
2019,Female,Queensland,Retail Trade,129100,84469077.7
2019,Female,Queensland,Accommodation and Food Services,112900,66212140.5
2019,Female,Queensland,"Transport, Postal and Warehousing",32500,31941400.1
2019,Female,Queensland,Information Media and Telecommunications,12400,11168499
2019,Female,Queensland,Financial and Insurance Services,30400,33732734.6
2019,Female,Queensland,"Rental, Hiring and Real Estate Services",24200,25663649.4
2019,Female,Queensland,"Professional, Scientific and Technical Services",70100,63575220
2019,Female,Queensland,Administrative and Support Services,55700,33216177.1
2019,Female,Queensland,Public Administration and Safety,72200,94010018.1
2019,Female,Queensland,Education and Training,167500,185597239.9
2019,Female,Queensland,Health Care and Social Assistance,274700,290175596.3
2019,Female,Queensland,Arts and Recreation Services,23200,19384711.2
2019,Female,Queensland,Other Services,56700,33849236.9
2019,Female,Queensland,Total,1209200,1104193098
2019,Female,South Australia,"Agriculture, Forestry and Fishing",6500,2501283.3
2019,Female,South Australia,Mining,1200,2902993.9
2019,Female,South Australia,Manufacturing,14500,10477769.5
2019,Female,South Australia,"Electricity, Gas, Water and Waste Services",3000,5349749.8
2019,Female,South Australia,Construction,10600,7307899.2
2019,Female,South Australia,Wholesale Trade,8800,7288443.8
2019,Female,South Australia,Retail Trade,49600,30438081.3
2019,Female,South Australia,Accommodation and Food Services,36500,16630260.2
2019,Female,South Australia,"Transport, Postal and Warehousing",4600,3590918.9
2019,Female,South Australia,Information Media and Telecommunications,4200,4950711
2019,Female,South Australia,Financial and Insurance Services,10600,11776861.9
2019,Female,South Australia,"Rental, Hiring and Real Estate Services",3800,3104400.5
2019,Female,South Australia,"Professional, Scientific and Technical Services",29300,27319253.8
2019,Female,South Australia,Administrative and Support Services,19600,10595939.2
2019,Female,South Australia,Public Administration and Safety,21900,28357437.4
2019,Female,South Australia,Education and Training,56300,65206381.8
2019,Female,South Australia,Health Care and Social Assistance,113100,106359881.1
2019,Female,South Australia,Arts and Recreation Services,4600,1611793.4
2019,Female,South Australia,Other Services,15000,8147640.5
2019,Female,South Australia,Total,415800,356077491.4
2019,Female,Western Australia,"Agriculture, Forestry and Fishing",12900,2187970.9
2019,Female,Western Australia,Mining,20000,40351333.7
2019,Female,Western Australia,Manufacturing,21200,20674726.7
2019,Female,Western Australia,"Electricity, Gas, Water and Waste Services",7600,9421903.7
2019,Female,Western Australia,Construction,20900,17313771.1
2019,Female,Western Australia,Wholesale Trade,12000,10857346.6
2019,Female,Western Australia,Retail Trade,80500,62464015.1
2019,Female,Western Australia,Accommodation and Food Services,37600,19619376.4
