Year,State,Sex,Education,Count
Aug-17,South Australia,Female,Bachelor Degree,82500
Aug-17,South Australia,Female,Advanced Diploma or Diploma,54400
Aug-17,South Australia,Female,Certificate III or IV,68500
Aug-17,South Australia,Female,Year 12 or equivalent,66800
Aug-17,South Australia,Female,Year 11 or equivalent,33000
Aug-17,South Australia,Female,Year 10 or equivalent,28900
Aug-17,Western Australia,Male,Postgraduate Degree,46300
Aug-17,Western Australia,Male,Graduate Diploma or Certificate,14900
Aug-17,Western Australia,Male,Bachelor Degree,130500
Aug-17,Western Australia,Male,Advanced Diploma or Diploma,62800
Aug-17,Western Australia,Male,Certificate III or IV,191000
Aug-17,Western Australia,Male,Year 12 or equivalent,126300
Aug-17,Western Australia,Male,Year 11 or equivalent,35700
Aug-17,Western Australia,Male,Year 10 or equivalent,72600
Aug-17,Western Australia,Female,Postgraduate Degree,35600
Aug-17,Western Australia,Female,Graduate Diploma or Certificate,30300
Aug-17,Western Australia,Female,Bachelor Degree,152700
Aug-17,Western Australia,Female,Advanced Diploma or Diploma,81400
Aug-17,Western Australia,Female,Certificate III or IV,87900
Aug-17,Western Australia,Female,Year 12 or equivalent,108100
Aug-17,Western Australia,Female,Year 11 or equivalent,28300
Aug-17,Western Australia,Female,Year 10 or equivalent,50300
Aug-17,Tasmania,Male,Postgraduate Degree,7300
Aug-17,Tasmania,Male,Graduate Diploma or Certificate,3000
Aug-17,Tasmania,Male,Bachelor Degree,13900
Aug-17,Tasmania,Male,Advanced Diploma or Diploma,8900
Aug-17,Tasmania,Male,Certificate III or IV,45200
Aug-17,Tasmania,Male,Year 12 or equivalent,15200
Aug-17,Tasmania,Male,Year 11 or equivalent,6700
Aug-17,Tasmania,Male,Year 10 or equivalent,20500
Aug-17,Tasmania,Female,Postgraduate Degree,7100
Aug-17,Tasmania,Female,Graduate Diploma or Certificate,4500
Aug-17,Tasmania,Female,Bachelor Degree,22700
Aug-17,Tasmania,Female,Advanced Diploma or Diploma,13200
Aug-17,Tasmania,Female,Certificate III or IV,24600
Aug-17,Tasmania,Female,Year 12 or equivalent,17700
Aug-17,Tasmania,Female,Year 11 or equivalent,5400
Aug-17,Tasmania,Female,Year 10 or equivalent,17200
Aug-17,Northern Territory,Male,Postgraduate Degree,4400
Aug-17,Northern Territory,Male,Graduate Diploma or Certificate,1400
Aug-17,Northern Territory,Male,Bachelor Degree,9300
Aug-17,Northern Territory,Male,Advanced Diploma or Diploma,7700
Aug-17,Northern Territory,Male,Certificate III or IV,23000
Aug-17,Northern Territory,Male,Year 12 or equivalent,9000
Aug-17,Northern Territory,Male,Year 11 or equivalent,5800
Aug-17,Northern Territory,Male,Year 10 or equivalent,6600
Aug-17,Northern Territory,Female,Postgraduate Degree,3600
Aug-17,Northern Territory,Female,Graduate Diploma or Certificate,2900
Aug-17,Northern Territory,Female,Bachelor Degree,15900
Aug-17,Northern Territory,Female,Advanced Diploma or Diploma,6500
Aug-17,Northern Territory,Female,Certificate III or IV,8500
Aug-17,Northern Territory,Female,Year 12 or equivalent,9700
Aug-17,Northern Territory,Female,Year 11 or equivalent,4200
Aug-17,Northern Territory,Female,Year 10 or equivalent,6000
Aug-17,Australian Capital Territory,Male,Postgraduate Degree,20700
Aug-17,Australian Capital Territory,Male,Graduate Diploma or Certificate,5000
Aug-17,Australian Capital Territory,Male,Bachelor Degree,24300
Aug-17,Australian Capital Territory,Male,Advanced Diploma or Diploma,11100
Aug-17,Australian Capital Territory,Male,Certificate III or IV,18800
Aug-17,Australian Capital Territory,Male,Year 12 or equivalent,21000
Aug-17,Australian Capital Territory,Male,Year 11 or equivalent,2300
Aug-17,Australian Capital Territory,Male,Year 10 or equivalent,5700
Aug-17,Australian Capital Territory,Female,Postgraduate Degree,18700
Aug-17,Australian Capital Territory,Female,Graduate Diploma or Certificate,7800
Aug-17,Australian Capital Territory,Female,Bachelor Degree,29600
Aug-17,Australian Capital Territory,Female,Advanced Diploma or Diploma,11700
Aug-17,Australian Capital Territory,Female,Certificate III or IV,12100
Aug-17,Australian Capital Territory,Female,Year 12 or equivalent,19700
Aug-17,Australian Capital Territory,Female,Year 11 or equivalent,1900
Aug-17,Australian Capital Territory,Female,Year 10 or equivalent,5700
Aug-17,Total,Male,Postgraduate Degree,467700
Aug-17,Total,Male,Graduate Diploma or Certificate,153000
Aug-17,Total,Male,Bachelor Degree,1227400
Aug-17,Total,Male,Advanced Diploma or Diploma,608500
Aug-17,Total,Male,Certificate III or IV,1684400
Aug-17,Total,Male,Year 12 or equivalent,1112200
Aug-17,Total,Male,Year 11 or equivalent,278400
Aug-17,Total,Male,Year 10 or equivalent,556000
Aug-17,Total,Female,Postgraduate Degree,436400
Aug-17,Total,Female,Graduate Diploma or Certificate,241000
Aug-17,Total,Female,Bachelor Degree,1448400
Aug-17,Total,Female,Advanced Diploma or Diploma,763100
Aug-17,Total,Female,Certificate III or IV,809800
Aug-17,Total,Female,Year 12 or equivalent,997100
Aug-17,Total,Female,Year 11 or equivalent,262600
Aug-17,Total,Female,Year 10 or equivalent,467700
Aug-18,New South Wales,Male,Postgraduate Degree,191100
Aug-18,New South Wales,Male,Graduate Diploma or Certificate,44100
Aug-18,New South Wales,Male,Bachelor Degree,459500
Aug-18,New South Wales,Male,Advanced Diploma or Diploma,185800
Aug-18,New South Wales,Male,Certificate III or IV,487200
Aug-18,New South Wales,Male,Year 12 or equivalent,376400
Aug-18,New South Wales,Male,Year 11 or equivalent,53600
Aug-18,New South Wales,Male,Year 10 or equivalent,192400
Aug-18,New South Wales,Female,Postgraduate Degree,174900
Aug-18,New South Wales,Female,Graduate Diploma or Certificate,69100
Aug-18,New South Wales,Female,Bachelor Degree,509500
Aug-18,New South Wales,Female,Advanced Diploma or Diploma,216400
Aug-18,New South Wales,Female,Certificate III or IV,280200
Aug-18,New South Wales,Female,Year 12 or equivalent,320300
Aug-18,New South Wales,Female,Year 11 or equivalent,47000
Aug-18,New South Wales,Female,Year 10 or equivalent,161500
Aug-18,Victoria,Male,Postgraduate Degree,133200
Aug-18,Victoria,Male,Graduate Diploma or Certificate,51600
Aug-18,Victoria,Male,Bachelor Degree,368700
Aug-18,Victoria,Male,Advanced Diploma or Diploma,195200
Aug-18,Victoria,Male,Certificate III or IV,413100
Aug-18,Victoria,Male,Year 12 or equivalent,280200
Aug-18,Victoria,Male,Year 11 or equivalent,95300
Aug-18,Victoria,Male,Year 10 or equivalent,92500
Aug-18,Victoria,Female,Postgraduate Degree,146900
Aug-18,Victoria,Female,Graduate Diploma or Certificate,69100
Aug-18,Victoria,Female,Bachelor Degree,424400
Aug-18,Victoria,Female,Advanced Diploma or Diploma,191200
Aug-18,Victoria,Female,Certificate III or IV,193100
Aug-18,Victoria,Female,Year 12 or equivalent,246800
Aug-18,Victoria,Female,Year 11 or equivalent,92700
Aug-18,Victoria,Female,Year 10 or equivalent,77800
Aug-18,Queensland,Male,Postgraduate Degree,61600
Aug-18,Queensland,Male,Graduate Diploma or Certificate,26800
Aug-18,Queensland,Male,Bachelor Degree,195800
Aug-18,Queensland,Male,Advanced Diploma or Diploma,113500
Aug-18,Queensland,Male,Certificate III or IV,379000
Aug-18,Queensland,Male,Year 12 or equivalent,264000
Aug-18,Queensland,Male,Year 11 or equivalent,52100
Aug-18,Queensland,Male,Year 10 or equivalent,129100
Aug-18,Queensland,Female,Postgraduate Degree,63000
Aug-18,Queensland,Female,Graduate Diploma or Certificate,53900
Aug-18,Queensland,Female,Bachelor Degree,243800
Aug-18,Queensland,Female,Advanced Diploma or Diploma,141000
Aug-18,Queensland,Female,Certificate III or IV,200900
Aug-18,Queensland,Female,Year 12 or equivalent,244600
Aug-18,Queensland,Female,Year 11 or equivalent,45200
Aug-18,Queensland,Female,Year 10 or equivalent,122400
Aug-18,South Australia,Male,Postgraduate Degree,23900
Aug-18,South Australia,Male,Graduate Diploma or Certificate,8000
Aug-18,South Australia,Male,Bachelor Degree,64700
Aug-18,South Australia,Male,Advanced Diploma or Diploma,39800
Aug-18,South Australia,Male,Certificate III or IV,123300
Aug-18,South Australia,Male,Year 12 or equivalent,80200
Aug-18,South Australia,Male,Year 11 or equivalent,46100
Aug-18,South Australia,Male,Year 10 or equivalent,27800
Aug-18,South Australia,Female,Postgraduate Degree,24500
Aug-18,South Australia,Female,Graduate Diploma or Certificate,14200
Aug-18,South Australia,Female,Bachelor Degree,87800
Aug-18,South Australia,Female,Advanced Diploma or Diploma,46000
Aug-18,South Australia,Female,Certificate III or IV,69000
Aug-18,South Australia,Female,Year 12 or equivalent,78500
Aug-18,South Australia,Female,Year 11 or equivalent,39700
Aug-18,South Australia,Female,Year 10 or equivalent,18500
Aug-18,Western Australia,Male,Postgraduate Degree,48800
Aug-18,Western Australia,Male,Graduate Diploma or Certificate,21300
Aug-18,Western Australia,Male,Bachelor Degree,127600
Aug-18,Western Australia,Male,Advanced Diploma or Diploma,61400
Aug-18,Western Australia,Male,Certificate III or IV,215400
Aug-18,Western Australia,Male,Year 12 or equivalent,127600
Aug-18,Western Australia,Male,Year 11 or equivalent,31300
Aug-18,Western Australia,Male,Year 10 or equivalent,68000
Aug-18,Western Australia,Female,Postgraduate Degree,38200
Aug-18,Western Australia,Female,Graduate Diploma or Certificate,31000
Aug-18,Western Australia,Female,Bachelor Degree,150700
Aug-18,Western Australia,Female,Advanced Diploma or Diploma,86200
Aug-18,Western Australia,Female,Certificate III or IV,89000
Aug-18,Western Australia,Female,Year 12 or equivalent,112000
Aug-18,Western Australia,Female,Year 11 or equivalent,29800
Aug-18,Western Australia,Female,Year 10 or equivalent,49000
Aug-18,Tasmania,Male,Postgraduate Degree,7800
Aug-18,Tasmania,Male,Graduate Diploma or Certificate,3100
Aug-18,Tasmania,Male,Bachelor Degree,17500
Aug-18,Tasmania,Male,Advanced Diploma or Diploma,9000
Aug-18,Tasmania,Male,Certificate III or IV,44900
Aug-18,Tasmania,Male,Year 12 or equivalent,17800
Aug-18,Tasmania,Male,Year 11 or equivalent,6600
Aug-18,Tasmania,Male,Year 10 or equivalent,19600
Aug-18,Tasmania,Female,Postgraduate Degree,5300
Aug-18,Tasmania,Female,Graduate Diploma or Certificate,6000
Aug-18,Tasmania,Female,Bachelor Degree,25500
Aug-18,Tasmania,Female,Advanced Diploma or Diploma,12900
Aug-18,Tasmania,Female,Certificate III or IV,26000
Aug-18,Tasmania,Female,Year 12 or equivalent,15700
Aug-18,Tasmania,Female,Year 11 or equivalent,6500
Aug-18,Tasmania,Female,Year 10 or equivalent,19700
Aug-18,Northern Territory,Male,Postgraduate Degree,3800
Aug-18,Northern Territory,Male,Graduate Diploma or Certificate,1600
Aug-18,Northern Territory,Male,Bachelor Degree,9600
Aug-18,Northern Territory,Male,Advanced Diploma or Diploma,6600
Aug-18,Northern Territory,Male,Certificate III or IV,21900
Aug-18,Northern Territory,Male,Year 12 or equivalent,8500
Aug-18,Northern Territory,Male,Year 11 or equivalent,5300
Aug-18,Northern Territory,Male,Year 10 or equivalent,6100
Aug-18,Northern Territory,Female,Postgraduate Degree,3700
Aug-18,Northern Territory,Female,Graduate Diploma or Certificate,3400
Aug-18,Northern Territory,Female,Bachelor Degree,13400
Aug-18,Northern Territory,Female,Advanced Diploma or Diploma,7600
Aug-18,Northern Territory,Female,Certificate III or IV,9600
Aug-18,Northern Territory,Female,Year 12 or equivalent,9300
Aug-18,Northern Territory,Female,Year 11 or equivalent,4000
Aug-18,Northern Territory,Female,Year 10 or equivalent,5100
Aug-18,Australian Capital Territory,Male,Postgraduate Degree,15800
Aug-18,Australian Capital Territory,Male,Graduate Diploma or Certificate,5200
Aug-18,Australian Capital Territory,Male,Bachelor Degree,33700
Aug-18,Australian Capital Territory,Male,Advanced Diploma or Diploma,9500
Aug-18,Australian Capital Territory,Male,Certificate III or IV,20600
Aug-18,Australian Capital Territory,Male,Year 12 or equivalent,20800
Aug-18,Australian Capital Territory,Male,Year 11 or equivalent,3600
Aug-18,Australian Capital Territory,Male,Year 10 or equivalent,5200
Aug-18,Australian Capital Territory,Female,Postgraduate Degree,12900
Aug-18,Australian Capital Territory,Female,Graduate Diploma or Certificate,7600
Aug-18,Australian Capital Territory,Female,Bachelor Degree,31600
Aug-18,Australian Capital Territory,Female,Advanced Diploma or Diploma,16000
Aug-18,Australian Capital Territory,Female,Certificate III or IV,10900
Aug-18,Australian Capital Territory,Female,Year 12 or equivalent,21000
Aug-18,Australian Capital Territory,Female,Year 11 or equivalent,3700
Aug-18,Australian Capital Territory,Female,Year 10 or equivalent,4500
Aug-18,Total,Male,Postgraduate Degree,486200
Aug-18,Total,Male,Graduate Diploma or Certificate,161100
Aug-18,Total,Male,Bachelor Degree,1276400
Aug-18,Total,Male,Advanced Diploma or Diploma,621800
Aug-18,Total,Male,Certificate III or IV,1703400
Aug-18,Total,Male,Year 12 or equivalent,1177500
Aug-18,Total,Male,Year 11 or equivalent,291000
Aug-18,Total,Male,Year 10 or equivalent,538700
Aug-18,Total,Female,Postgraduate Degree,466500
Aug-18,Total,Female,Graduate Diploma or Certificate,256300
Aug-18,Total,Female,Bachelor Degree,1490100
Aug-18,Total,Female,Advanced Diploma or Diploma,718200
Aug-18,Total,Female,Certificate III or IV,878800
Aug-18,Total,Female,Year 12 or equivalent,1049000
Aug-18,Total,Female,Year 11 or equivalent,264300
Aug-18,Total,Female,Year 10 or equivalent,453800
Aug-19,New South Wales,Male,Postgraduate Degree,219100
Aug-19,New South Wales,Male,Graduate Diploma or Certificate,53500
Aug-19,New South Wales,Male,Bachelor Degree,466300
Aug-19,New South Wales,Male,Advanced Diploma or Diploma,226300
Aug-19,New South Wales,Male,Certificate III or IV,510900
Aug-19,New South Wales,Male,Year 12 or equivalent,373600
Aug-19,New South Wales,Male,Year 11 or equivalent,55000
Aug-19,New South Wales,Male,Year 10 or equivalent,164000
Aug-19,New South Wales,Female,Postgraduate Degree,181800
Aug-19,New South Wales,Female,Graduate Diploma or Certificate,82400
Aug-19,New South Wales,Female,Bachelor Degree,532300
Aug-19,New South Wales,Female,Advanced Diploma or Diploma,240900
Aug-19,New South Wales,Female,Certificate III or IV,225000
Aug-19,New South Wales,Female,Year 12 or equivalent,323500
Aug-19,New South Wales,Female,Year 11 or equivalent,46700
Aug-19,New South Wales,Female,Year 10 or equivalent,170600
Aug-19,Victoria,Male,Postgraduate Degree,176900
Aug-19,Victoria,Male,Graduate Diploma or Certificate,57700
Aug-19,Victoria,Male,Bachelor Degree,382900
Aug-19,Victoria,Male,Advanced Diploma or Diploma,181800
Aug-19,Victoria,Male,Certificate III or IV,357200
Aug-19,Victoria,Male,Year 12 or equivalent,288900
Aug-19,Victoria,Male,Year 11 or equivalent,98600
Aug-19,Victoria,Male,Year 10 or equivalent,103700
Aug-19,Victoria,Female,Postgraduate Degree,165800
Aug-19,Victoria,Female,Graduate Diploma or Certificate,89700
Aug-19,Victoria,Female,Bachelor Degree,426400
Aug-19,Victoria,Female,Advanced Diploma or Diploma,204000
Aug-19,Victoria,Female,Certificate III or IV,194300
Aug-19,Victoria,Female,Year 12 or equivalent,271700
Aug-19,Victoria,Female,Year 11 or equivalent,69900
Aug-19,Victoria,Female,Year 10 or equivalent,74300
Aug-19,Queensland,Male,Postgraduate Degree,74300
Aug-19,Queensland,Male,Graduate Diploma or Certificate,28800
Aug-19,Queensland,Male,Bachelor Degree,195900
Aug-19,Queensland,Male,Advanced Diploma or Diploma,115100
Aug-19,Queensland,Male,Certificate III or IV,393500
Aug-19,Queensland,Male,Year 12 or equivalent,255300
Aug-19,Queensland,Male,Year 11 or equivalent,45300
Aug-19,Queensland,Male,Year 10 or equivalent,126600
Aug-19,Queensland,Female,Postgraduate Degree,73900
Aug-19,Queensland,Female,Graduate Diploma or Certificate,46500
Aug-19,Queensland,Female,Bachelor Degree,264100
Aug-19,Queensland,Female,Advanced Diploma or Diploma,162200
Aug-19,Queensland,Female,Certificate III or IV,207100
Aug-19,Queensland,Female,Year 12 or equivalent,264300
Aug-19,Queensland,Female,Year 11 or equivalent,35700
Aug-19,Queensland,Female,Year 10 or equivalent,109200
Aug-19,South Australia,Male,Postgraduate Degree,30800
Aug-19,South Australia,Male,Graduate Diploma or Certificate,8600
Aug-19,South Australia,Male,Bachelor Degree,60200
Aug-19,South Australia,Male,Advanced Diploma or Diploma,35900
Aug-19,South Australia,Male,Certificate III or IV,125100
Aug-19,South Australia,Male,Year 12 or equivalent,82000
Aug-19,South Australia,Male,Year 11 or equivalent,40200
Aug-19,South Australia,Male,Year 10 or equivalent,32400
Aug-19,South Australia,Female,Postgraduate Degree,28400
Aug-19,South Australia,Female,Graduate Diploma or Certificate,16700
Aug-19,South Australia,Female,Bachelor Degree,86400
Aug-19,South Australia,Female,Advanced Diploma or Diploma,52300
Aug-19,South Australia,Female,Certificate III or IV,68400
Aug-19,South Australia,Female,Year 12 or equivalent,79900
Aug-19,South Australia,Female,Year 11 or equivalent,40300
Aug-19,South Australia,Female,Year 10 or equivalent,20000
Aug-19,Western Australia,Male,Postgraduate Degree,57500
Aug-19,Western Australia,Male,Graduate Diploma or Certificate,17400
Aug-19,Western Australia,Male,Bachelor Degree,121200
Aug-19,Western Australia,Male,Advanced Diploma or Diploma,74800
Aug-19,Western Australia,Male,Certificate III or IV,205200
Aug-19,Western Australia,Male,Year 12 or equivalent,124200
Aug-19,Western Australia,Male,Year 11 or equivalent,36400
Aug-19,Western Australia,Male,Year 10 or equivalent,58600
Aug-19,Western Australia,Female,Postgraduate Degree,38700
Aug-19,Western Australia,Female,Graduate Diploma or Certificate,30400
Aug-19,Western Australia,Female,Bachelor Degree,149400
Aug-19,Western Australia,Female,Advanced Diploma or Diploma,73100
Aug-19,Western Australia,Female,Certificate III or IV,104600
Aug-19,Western Australia,Female,Year 12 or equivalent,125200
Aug-19,Western Australia,Female,Year 11 or equivalent,24500
Aug-19,Western Australia,Female,Year 10 or equivalent,57300
Aug-19,Tasmania,Male,Postgraduate Degree,9400
Aug-19,Tasmania,Male,Graduate Diploma or Certificate,4700
Aug-19,Tasmania,Male,Bachelor Degree,22600
Aug-19,Tasmania,Male,Advanced Diploma or Diploma,10900
Aug-19,Tasmania,Male,Certificate III or IV,39800
Aug-19,Tasmania,Male,Year 12 or equivalent,17700
Aug-19,Tasmania,Male,Year 11 or equivalent,5600
Aug-19,Tasmania,Male,Year 10 or equivalent,17600
Aug-19,Tasmania,Female,Postgraduate Degree,10300
Aug-19,Tasmania,Female,Graduate Diploma or Certificate,5200
Aug-19,Tasmania,Female,Bachelor Degree,27700
Aug-19,Tasmania,Female,Advanced Diploma or Diploma,11600
Aug-19,Tasmania,Female,Certificate III or IV,23000
Aug-19,Tasmania,Female,Year 12 or equivalent,16800
Aug-19,Tasmania,Female,Year 11 or equivalent,6800
Aug-19,Tasmania,Female,Year 10 or equivalent,16300
Aug-19,Northern Territory,Male,Postgraduate Degree,5200
Aug-19,Northern Territory,Male,Graduate Diploma or Certificate,1800
Aug-19,Northern Territory,Male,Bachelor Degree,9700
Aug-19,Northern Territory,Male,Advanced Diploma or Diploma,6500
Aug-19,Northern Territory,Male,Certificate III or IV,19200
Aug-19,Northern Territory,Male,Year 12 or equivalent,10100
Aug-19,Northern Territory,Male,Year 11 or equivalent,4400
Aug-19,Northern Territory,Male,Year 10 or equivalent,3900
Aug-19,Northern Territory,Female,Postgraduate Degree,7000
Aug-19,Northern Territory,Female,Graduate Diploma or Certificate,2100
Aug-19,Northern Territory,Female,Bachelor Degree,15800
Aug-19,Northern Territory,Female,Advanced Diploma or Diploma,6700
Aug-19,Northern Territory,Female,Certificate III or IV,7200
Aug-19,Northern Territory,Female,Year 12 or equivalent,9200
Aug-19,Northern Territory,Female,Year 11 or equivalent,3200
Aug-19,Northern Territory,Female,Year 10 or equivalent,4500
Aug-19,Australian Capital Territory,Male,Postgraduate Degree,18700
Aug-19,Australian Capital Territory,Male,Graduate Diploma or Certificate,3800
Aug-19,Australian Capital Territory,Male,Bachelor Degree,30600
Aug-19,Australian Capital Territory,Male,Advanced Diploma or Diploma,10300
Aug-19,Australian Capital Territory,Male,Certificate III or IV,19400
Aug-19,Australian Capital Territory,Male,Year 12 or equivalent,28100
Aug-19,Australian Capital Territory,Male,Year 11 or equivalent,2400
Aug-19,Australian Capital Territory,Male,Year 10 or equivalent,5900
Aug-19,Australian Capital Territory,Female,Postgraduate Degree,17700
Aug-19,Australian Capital Territory,Female,Graduate Diploma or Certificate,7500
Aug-19,Australian Capital Territory,Female,Bachelor Degree,35600
Aug-19,Australian Capital Territory,Female,Advanced Diploma or Diploma,11700
Aug-19,Australian Capital Territory,Female,Certificate III or IV,10200
Aug-19,Australian Capital Territory,Female,Year 12 or equivalent,24300
Aug-19,Australian Capital Territory,Female,Year 11 or equivalent,2300
Aug-19,Australian Capital Territory,Female,Year 10 or equivalent,4600
Aug-19,Total,Male,Postgraduate Degree,589800
Aug-19,Total,Male,Graduate Diploma or Certificate,171400
Aug-19,Total,Male,Bachelor Degree,1290000
Aug-19,Total,Male,Advanced Diploma or Diploma,664800
Aug-19,Total,Male,Certificate III or IV,1667500
Aug-19,Total,Male,Year 12 or equivalent,1183100
Aug-19,Total,Male,Year 11 or equivalent,285800
Aug-19,Total,Male,Year 10 or equivalent,513100
Aug-19,Total,Female,Postgraduate Degree,523800
Aug-19,Total,Female,Graduate Diploma or Certificate,283100
Aug-19,Total,Female,Bachelor Degree,1534300
Aug-19,Total,Female,Advanced Diploma or Diploma,762500
Aug-19,Total,Female,Certificate III or IV,843200
Aug-19,Total,Female,Year 12 or equivalent,1114600
Aug-19,Total,Female,Year 11 or equivalent,229000
Aug-19,Total,Female,Year 10 or equivalent,456700
Aug-20,New South Wales,Male,Postgraduate Degree,213700
Aug-20,New South Wales,Male,Graduate Diploma or Certificate,57400
Aug-20,New South Wales,Male,Bachelor Degree,450200
Aug-20,New South Wales,Male,Advanced Diploma or Diploma,192700
Aug-20,New South Wales,Male,Certificate III or IV,428100
Aug-20,New South Wales,Male,Year 12 or equivalent,357900
Aug-20,New South Wales,Male,Year 11 or equivalent,55600
Aug-20,New South Wales,Male,Year 10 or equivalent,185700
Aug-20,New South Wales,Female,Postgraduate Degree,203700
Aug-20,New South Wales,Female,Graduate Diploma or Certificate,78000
Aug-20,New South Wales,Female,Bachelor Degree,524100
Aug-20,New South Wales,Female,Advanced Diploma or Diploma,219500
Aug-20,New South Wales,Female,Certificate III or IV,233300
Aug-20,New South Wales,Female,Year 12 or equivalent,306900
Aug-20,New South Wales,Female,Year 11 or equivalent,54000
Aug-20,New South Wales,Female,Year 10 or equivalent,142200
Aug-20,Victoria,Male,Postgraduate Degree,194800
Aug-20,Victoria,Male,Graduate Diploma or Certificate,53800
Aug-20,Victoria,Male,Bachelor Degree,379100
Aug-20,Victoria,Male,Advanced Diploma or Diploma,198500
Aug-20,Victoria,Male,Certificate III or IV,351700
Aug-20,Victoria,Male,Year 12 or equivalent,267200
Aug-20,Victoria,Male,Year 11 or equivalent,87300
Aug-20,Victoria,Male,Year 10 or equivalent,101500
Aug-20,Victoria,Female,Postgraduate Degree,177200
Aug-20,Victoria,Female,Graduate Diploma or Certificate,102500
Aug-20,Victoria,Female,Bachelor Degree,435500
Aug-20,Victoria,Female,Advanced Diploma or Diploma,190000
Aug-20,Victoria,Female,Certificate III or IV,158300
Aug-20,Victoria,Female,Year 12 or equivalent,222700
Aug-20,Victoria,Female,Year 11 or equivalent,85100
Aug-20,Victoria,Female,Year 10 or equivalent,53700
Aug-20,Queensland,Male,Postgraduate Degree,88200
Aug-20,Queensland,Male,Graduate Diploma or Certificate,33200
Aug-20,Queensland,Male,Bachelor Degree,224300
Aug-20,Queensland,Male,Advanced Diploma or Diploma,116100
Aug-20,Queensland,Male,Certificate III or IV,342100
Aug-20,Queensland,Male,Year 12 or equivalent,251200
Aug-20,Queensland,Male,Year 11 or equivalent,50400
Aug-20,Queensland,Male,Year 10 or equivalent,91200
Aug-20,Queensland,Female,Postgraduate Degree,93800
Aug-20,Queensland,Female,Graduate Diploma or Certificate,63700
Aug-20,Queensland,Female,Bachelor Degree,275800
Aug-20,Queensland,Female,Advanced Diploma or Diploma,153200
Aug-20,Queensland,Female,Certificate III or IV,197900
Aug-20,Queensland,Female,Year 12 or equivalent,235000
Aug-20,Queensland,Female,Year 11 or equivalent,35900
Aug-20,Queensland,Female,Year 10 or equivalent,89400
Aug-20,South Australia,Male,Postgraduate Degree,31200
Aug-20,South Australia,Male,Graduate Diploma or Certificate,14300
Aug-20,South Australia,Male,Bachelor Degree,65400
Aug-20,South Australia,Male,Advanced Diploma or Diploma,35100
Aug-20,South Australia,Male,Certificate III or IV,110100
Aug-20,South Australia,Male,Year 12 or equivalent,92000
Aug-20,South Australia,Male,Year 11 or equivalent,40200
Aug-20,South Australia,Male,Year 10 or equivalent,30100
Aug-20,South Australia,Female,Postgraduate Degree,27500
Aug-20,South Australia,Female,Graduate Diploma or Certificate,20100
Aug-20,South Australia,Female,Bachelor Degree,90100
Aug-20,South Australia,Female,Advanced Diploma or Diploma,52900
Aug-20,South Australia,Female,Certificate III or IV,61000
Aug-20,South Australia,Female,Year 12 or equivalent,73200
Aug-20,South Australia,Female,Year 11 or equivalent,36200
Aug-20,South Australia,Female,Year 10 or equivalent,22300
Aug-20,Western Australia,Male,Postgraduate Degree,55100
Aug-20,Western Australia,Male,Graduate Diploma or Certificate,20500
Aug-20,Western Australia,Male,Bachelor Degree,145900
Aug-20,Western Australia,Male,Advanced Diploma or Diploma,73800
Aug-20,Western Australia,Male,Certificate III or IV,191000
Aug-20,Western Australia,Male,Year 12 or equivalent,119700
Aug-20,Western Australia,Male,Year 11 or equivalent,38000
Aug-20,Western Australia,Male,Year 10 or equivalent,60000
Aug-20,Western Australia,Female,Postgraduate Degree,44300
Aug-20,Western Australia,Female,Graduate Diploma or Certificate,37700
Aug-20,Western Australia,Female,Bachelor Degree,159700
Aug-20,Western Australia,Female,Advanced Diploma or Diploma,79600
Aug-20,Western Australia,Female,Certificate III or IV,84700
Aug-20,Western Australia,Female,Year 12 or equivalent,118100
Aug-20,Western Australia,Female,Year 11 or equivalent,27300
Aug-20,Western Australia,Female,Year 10 or equivalent,53900
Aug-20,Tasmania,Male,Postgraduate Degree,11400
Aug-20,Tasmania,Male,Graduate Diploma or Certificate,2800
Aug-20,Tasmania,Male,Bachelor Degree,22700
Aug-20,Tasmania,Male,Advanced Diploma or Diploma,10400
Aug-20,Tasmania,Male,Certificate III or IV,35800
Aug-20,Tasmania,Male,Year 12 or equivalent,21100
Aug-20,Tasmania,Male,Year 11 or equivalent,6900
Aug-20,Tasmania,Male,Year 10 or equivalent,19000
Aug-20,Tasmania,Female,Postgraduate Degree,9500
Aug-20,Tasmania,Female,Graduate Diploma or Certificate,5600
Aug-20,Tasmania,Female,Bachelor Degree,29000
Aug-20,Tasmania,Female,Advanced Diploma or Diploma,12300
Aug-20,Tasmania,Female,Certificate III or IV,22300
Aug-20,Tasmania,Female,Year 12 or equivalent,17100
Aug-20,Tasmania,Female,Year 11 or equivalent,6000
Aug-20,Tasmania,Female,Year 10 or equivalent,15700
Aug-20,Northern Territory,Male,Postgraduate Degree,5100
Aug-20,Northern Territory,Male,Graduate Diploma or Certificate,2400
Aug-20,Northern Territory,Male,Bachelor Degree,10900
Aug-20,Northern Territory,Male,Advanced Diploma or Diploma,6100
Aug-20,Northern Territory,Male,Certificate III or IV,17500
Aug-20,Northern Territory,Male,Year 12 or equivalent,10200
Aug-20,Northern Territory,Male,Year 11 or equivalent,3300
Aug-20,Northern Territory,Male,Year 10 or equivalent,4300
Aug-20,Northern Territory,Female,Postgraduate Degree,5600
Aug-20,Northern Territory,Female,Graduate Diploma or Certificate,4200
Aug-20,Northern Territory,Female,Bachelor Degree,11900
