Year,Sex,State,Industry,Weekly_Sum
2016,Female,Australian Capital Territory,Accommodation and Food Services,3473529.7
2016,Female,Australian Capital Territory,"Transport, Postal and Warehousing",0
2016,Female,Australian Capital Territory,Information Media and Telecommunications,1881627
2016,Female,Australian Capital Territory,Financial and Insurance Services,1050336.3
2016,Female,Australian Capital Territory,"Rental, Hiring and Real Estate Services",1209418.7
2016,Female,Australian Capital Territory,"Professional, Scientific and Technical Services",12322221.3
2016,Female,Australian Capital Territory,Administrative and Support Services,1808468.4
2016,Female,Australian Capital Territory,Public Administration and Safety,62308059.5
2016,Female,Australian Capital Territory,Education and Training,12385045
2016,Female,Australian Capital Territory,Health Care and Social Assistance,17250446.1
2016,Female,Australian Capital Territory,Arts and Recreation Services,1314285.2
2016,Female,Australian Capital Territory,Other Services,2605910.5
2016,Female,Australian Capital Territory,Total,129494240.5
2016,Female,Total,"Agriculture, Forestry and Fishing",30407784.6
2016,Female,Total,Mining,59358858
2016,Female,Total,Manufacturing,209444635.4
2016,Female,Total,"Electricity, Gas, Water and Waste Services",38382647
2016,Female,Total,Construction,92109664.8
2016,Female,Total,Wholesale Trade,119227971.7
2016,Female,Total,Retail Trade,393688026.8
2016,Female,Total,Accommodation and Food Services,225091541.5
2016,Female,Total,"Transport, Postal and Warehousing",130910424.8
2016,Female,Total,Information Media and Telecommunications,101856031.2
2016,Female,Total,Financial and Insurance Services,290633823.5
2016,Female,Total,"Rental, Hiring and Real Estate Services",91172049.8
2016,Female,Total,"Professional, Scientific and Technical Services",445966202.6
2016,Female,Total,Administrative and Support Services,159474672.3
2016,Female,Total,Public Administration and Safety,516189415.4
2016,Female,Total,Education and Training,745337363.2
2016,Female,Total,Health Care and Social Assistance,1100522829
2016,Female,Total,Arts and Recreation Services,62359761.2
2016,Female,Total,Other Services,136256912.6
2016,Female,Total,Total,4933578301
2016,Male,New South Wales,"Agriculture, Forestry and Fishing",31948851.5
2016,Male,New South Wales,Mining,67229989.3
2016,Male,New South Wales,Manufacturing,237428164.5
2016,Male,New South Wales,"Electricity, Gas, Water and Waste Services",51080802.7
2016,Male,New South Wales,Construction,304335533.3
2016,Male,New South Wales,Wholesale Trade,116377712
2016,Male,New South Wales,Retail Trade,130042736.6
2016,Male,New South Wales,Accommodation and Food Services,84463219
2016,Male,New South Wales,"Transport, Postal and Warehousing",179854356.7
2016,Male,New South Wales,Information Media and Telecommunications,83476749
2016,Male,New South Wales,Financial and Insurance Services,189400193.8
2016,Male,New South Wales,"Rental, Hiring and Real Estate Services",81140473.8
2016,Male,New South Wales,"Professional, Scientific and Technical Services",390451450
2016,Male,New South Wales,Administrative and Support Services,67168936.2
2016,Male,New South Wales,Public Administration and Safety,199664334.7
2016,Male,New South Wales,Education and Training,116219538.7
2016,Male,New South Wales,Health Care and Social Assistance,147684720.1
2016,Male,New South Wales,Arts and Recreation Services,29745601.2
2016,Male,New South Wales,Other Services,89202128.8
2016,Male,New South Wales,Total,2608759547
2016,Male,Victoria,"Agriculture, Forestry and Fishing",29115914.8
2016,Male,Victoria,Mining,19640296.9
2016,Male,Victoria,Manufacturing,264185455.2
2016,Male,Victoria,"Electricity, Gas, Water and Waste Services",48833198.6
2016,Male,Victoria,Construction,218777611.7
2016,Male,Victoria,Wholesale Trade,113084545.3
2016,Male,Victoria,Retail Trade,127505412
2016,Male,Victoria,Accommodation and Food Services,63036315.8
2016,Male,Victoria,"Transport, Postal and Warehousing",143415335.6
2016,Male,Victoria,Information Media and Telecommunications,78727483.5
2016,Male,Victoria,Financial and Insurance Services,105817274.4
2016,Male,Victoria,"Rental, Hiring and Real Estate Services",26252386.6
2016,Male,Victoria,"Professional, Scientific and Technical Services",239631491.8
2016,Male,Victoria,Administrative and Support Services,51568883.4
2016,Male,Victoria,Public Administration and Safety,118439316.1
2016,Male,Victoria,Education and Training,93284659.5
2016,Male,Victoria,Health Care and Social Assistance,109598826.3
2016,Male,Victoria,Arts and Recreation Services,44879255.9
2016,Male,Victoria,Other Services,57481973.1
2016,Male,Victoria,Total,1959422650
2016,Male,Queensland,"Agriculture, Forestry and Fishing",27944392.3
2016,Male,Queensland,Mining,102028571.7
2016,Male,Queensland,Manufacturing,138138091.4
2016,Male,Queensland,"Electricity, Gas, Water and Waste Services",28347382.3
2016,Male,Queensland,Construction,198374293.7
2016,Male,Queensland,Wholesale Trade,60372720.8
2016,Male,Queensland,Retail Trade,102986225.1
2016,Male,Queensland,Accommodation and Food Services,60060123.4
2016,Male,Queensland,"Transport, Postal and Warehousing",118961300.2
2016,Male,Queensland,Information Media and Telecommunications,26110602.4
2016,Male,Queensland,Financial and Insurance Services,55637474.2
2016,Male,Queensland,"Rental, Hiring and Real Estate Services",22329656.6
2016,Male,Queensland,"Professional, Scientific and Technical Services",149785841.1
2016,Male,Queensland,Administrative and Support Services,39759760.2
2016,Male,Queensland,Public Administration and Safety,111186645.2
2016,Male,Queensland,Education and Training,70413476.3
2016,Male,Queensland,Health Care and Social Assistance,83348503.9
2016,Male,Queensland,Arts and Recreation Services,15900038.2
2016,Male,Queensland,Other Services,57017786.4
2016,Male,Queensland,Total,1467792851
2016,Male,South Australia,"Agriculture, Forestry and Fishing",27762794.9
2016,Male,South Australia,Mining,10176276.1
2016,Male,South Australia,Manufacturing,68593968.5
2016,Male,South Australia,"Electricity, Gas, Water and Waste Services",19961114.5
2016,Male,South Australia,Construction,48768418.6
2016,Male,South Australia,Wholesale Trade,19261669.2
2016,Male,South Australia,Retail Trade,31352664.3
2016,Male,South Australia,Accommodation and Food Services,10981274.9
2016,Male,South Australia,"Transport, Postal and Warehousing",27190944.1
2016,Male,South Australia,Information Media and Telecommunications,7976348.5
2016,Male,South Australia,Financial and Insurance Services,7362049.5
2016,Male,South Australia,"Rental, Hiring and Real Estate Services",6498973.8
2016,Male,South Australia,"Professional, Scientific and Technical Services",50281357.4
2016,Male,South Australia,Administrative and Support Services,9322094.1
2016,Male,South Australia,Public Administration and Safety,50049766.4
2016,Male,South Australia,Education and Training,18792822.6
2016,Male,South Australia,Health Care and Social Assistance,27451722.1
2016,Male,South Australia,Arts and Recreation Services,3372417.7
2016,Male,South Australia,Other Services,20045279
2016,Male,South Australia,Total,463554238.4
2016,Male,Western Australia,"Agriculture, Forestry and Fishing",14219839.9
2016,Male,Western Australia,Mining,175308580.2
2016,Male,Western Australia,Manufacturing,85451500.8
2016,Male,Western Australia,"Electricity, Gas, Water and Waste Services",23840074.6
2016,Male,Western Australia,Construction,128863415.1
2016,Male,Western Australia,Wholesale Trade,38286085.2
2016,Male,Western Australia,Retail Trade,48698517.4
2016,Male,Western Australia,Accommodation and Food Services,26561239.4
2016,Male,Western Australia,"Transport, Postal and Warehousing",59065480.7
2016,Male,Western Australia,Information Media and Telecommunications,9662470.6
2016,Male,Western Australia,Financial and Insurance Services,25882417.9
2016,Male,Western Australia,"Rental, Hiring and Real Estate Services",18870752.3
2016,Male,Western Australia,"Professional, Scientific and Technical Services",96407756.7
2016,Male,Western Australia,Administrative and Support Services,15425375.8
2016,Male,Western Australia,Public Administration and Safety,48416123.2
2016,Male,Western Australia,Education and Training,37743056.4
2016,Male,Western Australia,Health Care and Social Assistance,41146456.2
2016,Male,Western Australia,Arts and Recreation Services,14054855.5
2016,Male,Western Australia,Other Services,32359270.7
2016,Male,Western Australia,Total,944609930
2016,Male,Tasmania,"Agriculture, Forestry and Fishing",5973235.3
2016,Male,Tasmania,Mining,6345412.1
2016,Male,Tasmania,Manufacturing,15795451.7
2016,Male,Tasmania,"Electricity, Gas, Water and Waste Services",5507600.3
2016,Male,Tasmania,Construction,13609948.5
2016,Male,Tasmania,Wholesale Trade,6083440
2016,Male,Tasmania,Retail Trade,7421045.4
2016,Male,Tasmania,Accommodation and Food Services,3609459.6
2016,Male,Tasmania,"Transport, Postal and Warehousing",7218596.7
2016,Male,Tasmania,Information Media and Telecommunications,3071025.1
2016,Male,Tasmania,Financial and Insurance Services,2782706.6
2016,Male,Tasmania,"Rental, Hiring and Real Estate Services",1475827.4
2016,Male,Tasmania,"Professional, Scientific and Technical Services",7109793.8
2016,Male,Tasmania,Administrative and Support Services,1698778.5
2016,Male,Tasmania,Public Administration and Safety,12656507.7
2016,Male,Tasmania,Education and Training,8793631.3
2016,Male,Tasmania,Health Care and Social Assistance,11875654.2
2016,Male,Tasmania,Arts and Recreation Services,2199401.1
2016,Male,Tasmania,Other Services,3183274
2016,Male,Tasmania,Total,127072845.9
2016,Male,Northern Territory,"Agriculture, Forestry and Fishing",3002885.3
2016,Male,Northern Territory,Mining,9920589
2016,Male,Northern Territory,Manufacturing,6311647.9
2016,Male,Northern Territory,"Electricity, Gas, Water and Waste Services",4420467.6
2016,Male,Northern Territory,Construction,21617541.3
2016,Male,Northern Territory,Wholesale Trade,2688532.8
2016,Male,Northern Territory,Retail Trade,4049367.7
2016,Male,Northern Territory,Accommodation and Food Services,3149668.1
2016,Male,Northern Territory,"Transport, Postal and Warehousing",8161100.2
2016,Male,Northern Territory,Information Media and Telecommunications,899559.5
2016,Male,Northern Territory,Financial and Insurance Services,596774.7
2016,Male,Northern Territory,"Rental, Hiring and Real Estate Services",1299588.9
2016,Male,Northern Territory,"Professional, Scientific and Technical Services",6795290.4
2016,Male,Northern Territory,Administrative and Support Services,1779258
2016,Male,Northern Territory,Public Administration and Safety,17249556
2016,Male,Northern Territory,Education and Training,6074179.7
2016,Male,Northern Territory,Health Care and Social Assistance,6262555
2016,Male,Northern Territory,Arts and Recreation Services,1989552.9
2016,Male,Northern Territory,Other Services,2851610
2016,Male,Northern Territory,Total,110202086.5
2016,Male,Australian Capital Territory,"Agriculture, Forestry and Fishing",0
2016,Male,Australian Capital Territory,Mining,0
2016,Male,Australian Capital Territory,Manufacturing,3998336.8
2016,Male,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",2240054.3
2016,Male,Australian Capital Territory,Construction,15854133.4
2016,Male,Australian Capital Territory,Wholesale Trade,3860350.3
2016,Male,Australian Capital Territory,Retail Trade,5302644.8
2016,Male,Australian Capital Territory,Accommodation and Food Services,5522032.3
2016,Male,Australian Capital Territory,"Transport, Postal and Warehousing",6371491.3
2016,Male,Australian Capital Territory,Information Media and Telecommunications,1693428.1
2016,Male,Australian Capital Territory,Financial and Insurance Services,3259427.2
2016,Male,Australian Capital Territory,"Rental, Hiring and Real Estate Services",1766567
2016,Male,Australian Capital Territory,"Professional, Scientific and Technical Services",33619536.5
2016,Male,Australian Capital Territory,Administrative and Support Services,873915.7
2016,Male,Australian Capital Territory,Public Administration and Safety,53330383.1
2016,Male,Australian Capital Territory,Education and Training,10256201.9
2016,Male,Australian Capital Territory,Health Care and Social Assistance,8721992.9
2016,Male,Australian Capital Territory,Arts and Recreation Services,3586875.4
2016,Male,Australian Capital Territory,Other Services,6678727.8
2016,Male,Australian Capital Territory,Total,162128782.5
2016,Male,Total,"Agriculture, Forestry and Fishing",144618456.4
2016,Male,Total,Mining,395329154.5
2016,Male,Total,Manufacturing,819310724.6
2016,Male,Total,"Electricity, Gas, Water and Waste Services",183992954.5
2016,Male,Total,Construction,948648775
2016,Male,Total,Wholesale Trade,349570964
2016,Male,Total,Retail Trade,462356224.7
2016,Male,Total,Accommodation and Food Services,259514522.3
2016,Male,Total,"Transport, Postal and Warehousing",553891357.1
2016,Male,Total,Information Media and Telecommunications,209144653.3
2016,Male,Total,Financial and Insurance Services,384429122.3
2016,Male,Total,"Rental, Hiring and Real Estate Services",155161539.9
2016,Male,Total,"Professional, Scientific and Technical Services",978068171.2
2016,Male,Total,Administrative and Support Services,191108028.8
2016,Male,Total,Public Administration and Safety,619364167.3
2016,Male,Total,Education and Training,370954512.4
2016,Male,Total,Health Care and Social Assistance,435716051.4
2016,Male,Total,Arts and Recreation Services,109487578.1
2016,Male,Total,Other Services,263520164.1
2016,Male,Total,Total,7850792068
2016,Total,New South Wales,"Agriculture, Forestry and Fishing",39584556.5
2016,Total,New South Wales,Mining,76345485.6
2016,Total,New South Wales,Manufacturing,308281345.2
2016,Total,New South Wales,"Electricity, Gas, Water and Waste Services",55368246.2
2016,Total,New South Wales,Construction,342403493.5
2016,Total,New South Wales,Wholesale Trade,157447316.2
2016,Total,New South Wales,Retail Trade,261348537.6
2016,Total,New South Wales,Accommodation and Food Services,164421851.4
2016,Total,New South Wales,"Transport, Postal and Warehousing",220104235.6
2016,Total,New South Wales,Information Media and Telecommunications,135789857.2
2016,Total,New South Wales,Financial and Insurance Services,323869451.7
2016,Total,New South Wales,"Rental, Hiring and Real Estate Services",104963483.6
2016,Total,New South Wales,"Professional, Scientific and Technical Services",555870063.7
2016,Total,New South Wales,Administrative and Support Services,126111715.1
2016,Total,New South Wales,Public Administration and Safety,335960806.4
2016,Total,New South Wales,Education and Training,371320309.1
2016,Total,New South Wales,Health Care and Social Assistance,492645685.8
2016,Total,New South Wales,Arts and Recreation Services,47033804.4
2016,Total,New South Wales,Other Services,129370134.6
2016,Total,New South Wales,Total,4263542893
2016,Total,Victoria,"Agriculture, Forestry and Fishing",39184969.2
2016,Total,Victoria,Mining,19910072.6
2016,Total,Victoria,Manufacturing,339462549.1
2016,Total,Victoria,"Electricity, Gas, Water and Waste Services",62626750
2016,Total,Victoria,Construction,234799720.3
2016,Total,Victoria,Wholesale Trade,141002191.7
2016,Total,Victoria,Retail Trade,226785262.9
2016,Total,Victoria,Accommodation and Food Services,111226667.6
2016,Total,Victoria,"Transport, Postal and Warehousing",179000369.2
2016,Total,Victoria,Information Media and Telecommunications,102352255.9
2016,Total,Victoria,Financial and Insurance Services,179460753.6
2016,Total,Victoria,"Rental, Hiring and Real Estate Services",42294345.4
2016,Total,Victoria,"Professional, Scientific and Technical Services",351956828
2016,Total,Victoria,Administrative and Support Services,100330704.9
2016,Total,Victoria,Public Administration and Safety,215917424.5
2016,Total,Victoria,Education and Training,278187088.6
2016,Total,Victoria,Health Care and Social Assistance,387395440
2016,Total,Victoria,Arts and Recreation Services,58173405.9
2016,Total,Victoria,Other Services,85137903.2
2016,Total,Victoria,Total,3171228092
2016,Total,Queensland,"Agriculture, Forestry and Fishing",31753394.6
2016,Total,Queensland,Mining,116160954.5
2016,Total,Queensland,Manufacturing,161202529.9
2016,Total,Queensland,"Electricity, Gas, Water and Waste Services",32213014
2016,Total,Queensland,Construction,216520914.2
2016,Total,Queensland,Wholesale Trade,88858857.7
2016,Total,Queensland,Retail Trade,176226779.4
2016,Total,Queensland,Accommodation and Food Services,110401678.4
2016,Total,Queensland,"Transport, Postal and Warehousing",146939543.4
2016,Total,Queensland,Information Media and Telecommunications,37737755.3
2016,Total,Queensland,Financial and Insurance Services,92228425.8
2016,Total,Queensland,"Rental, Hiring and Real Estate Services",50811179.3
2016,Total,Queensland,"Professional, Scientific and Technical Services",222835097.6
2016,Total,Queensland,Administrative and Support Services,64346169.6
2016,Total,Queensland,Public Administration and Safety,227459290
2016,Total,Queensland,Education and Training,222235582
2016,Total,Queensland,Health Care and Social Assistance,312102675.8
2016,Total,Queensland,Arts and Recreation Services,31873836.7
2016,Total,Queensland,Other Services,85652308.5
2016,Total,Queensland,Total,2429266912
2016,Total,South Australia,"Agriculture, Forestry and Fishing",30309810.5
2016,Total,South Australia,Mining,12937910.5
2016,Total,South Australia,Manufacturing,85951029.1
2016,Total,South Australia,"Electricity, Gas, Water and Waste Services",20133412.8
2016,Total,South Australia,Construction,52200172.7
2016,Total,South Australia,Wholesale Trade,25725199.9
2016,Total,South Australia,Retail Trade,57321370.2
2016,Total,South Australia,Accommodation and Food Services,23786860.3
2016,Total,South Australia,"Transport, Postal and Warehousing",30166894.1
2016,Total,South Australia,Information Media and Telecommunications,12642722.1
2016,Total,South Australia,Financial and Insurance Services,24973511.8
2016,Total,South Australia,"Rental, Hiring and Real Estate Services",15482668.3
2016,Total,South Australia,"Professional, Scientific and Technical Services",68789707.2
2016,Total,South Australia,Administrative and Support Services,14705126
2016,Total,South Australia,Public Administration and Safety,89616885.2
2016,Total,South Australia,Education and Training,65425722.3
2016,Total,South Australia,Health Care and Social Assistance,104066477.2
2016,Total,South Australia,Arts and Recreation Services,5538797.8
2016,Total,South Australia,Other Services,32824515.4
2016,Total,South Australia,Total,771884794.2
2016,Total,Western Australia,"Agriculture, Forestry and Fishing",18335625.7
2016,Total,Western Australia,Mining,205519518.2
2016,Total,Western Australia,Manufacturing,103449796.1
2016,Total,Western Australia,"Electricity, Gas, Water and Waste Services",31206455.7
2016,Total,Western Australia,Construction,144067798.3
2016,Total,Western Australia,Wholesale Trade,43801501.1
2016,Total,Western Australia,Retail Trade,92448307.5
2016,Total,Western Australia,Accommodation and Food Services,48859661.9
2016,Total,Western Australia,"Transport, Postal and Warehousing",71287027.3
2016,Total,Western Australia,Information Media and Telecommunications,13906142.8
2016,Total,Western Australia,Financial and Insurance Services,44629468.1
2016,Total,Western Australia,"Rental, Hiring and Real Estate Services",27593789.2
2016,Total,Western Australia,"Professional, Scientific and Technical Services",138165462
2016,Total,Western Australia,Administrative and Support Services,32165577.5
2016,Total,Western Australia,Public Administration and Safety,96619671.3
2016,Total,Western Australia,Education and Training,115785593.1
2016,Total,Western Australia,Health Care and Social Assistance,159570139
2016,Total,Western Australia,Arts and Recreation Services,22208925.9
2016,Total,Western Australia,Other Services,48532887
2016,Total,Western Australia,Total,1462584985
2016,Total,Tasmania,"Agriculture, Forestry and Fishing",8421611.6
2016,Total,Tasmania,Mining,6345412.1
2016,Total,Tasmania,Manufacturing,17924656.5
2016,Total,Tasmania,"Electricity, Gas, Water and Waste Services",7575520.9
2016,Total,Tasmania,Construction,14776574.2
2016,Total,Tasmania,Wholesale Trade,6527824.5
2016,Total,Tasmania,Retail Trade,14152328.1
2016,Total,Tasmania,Accommodation and Food Services,9866386.2
2016,Total,Tasmania,"Transport, Postal and Warehousing",9971934.3
2016,Total,Tasmania,Information Media and Telecommunications,4543619.9
2016,Total,Tasmania,Financial and Insurance Services,5022235.4
2016,Total,Tasmania,"Rental, Hiring and Real Estate Services",2465501.5
2016,Total,Tasmania,"Professional, Scientific and Technical Services",10754855.8
2016,Total,Tasmania,Administrative and Support Services,3838820.6
2016,Total,Tasmania,Public Administration and Safety,23763818.4
2016,Total,Tasmania,Education and Training,20867425.4
2016,Total,Tasmania,Health Care and Social Assistance,31639915.9
2016,Total,Tasmania,Arts and Recreation Services,5154944.2
2016,Total,Tasmania,Other Services,5558209.2
2016,Total,Tasmania,Total,210656987.1
2016,Total,Northern Territory,"Agriculture, Forestry and Fishing",3541015.6
2016,Total,Northern Territory,Mining,11117076.2
2016,Total,Northern Territory,Manufacturing,7198483.9
2016,Total,Northern Territory,"Electricity, Gas, Water and Waste Services",5371748
2016,Total,Northern Territory,Construction,23315593.7
2016,Total,Northern Territory,Wholesale Trade,3324385.4
2016,Total,Northern Territory,Retail Trade,9098338.9
2016,Total,Northern Territory,Accommodation and Food Services,5990565.4
2016,Total,Northern Territory,"Transport, Postal and Warehousing",9261283.1
2016,Total,Northern Territory,Information Media and Telecommunications,1752418.9
2016,Total,Northern Territory,Financial and Insurance Services,1592706.1
2016,Total,Northern Territory,"Rental, Hiring and Real Estate Services",2567254.6
2016,Total,Northern Territory,"Professional, Scientific and Technical Services",11578387.3
2016,Total,Northern Territory,Administrative and Support Services,3405563.3
2016,Total,Northern Territory,Public Administration and Safety,31460834.2
2016,Total,Northern Territory,Education and Training,16084436.4
2016,Total,Northern Territory,Health Care and Social Assistance,18369274.3
2016,Total,Northern Territory,Arts and Recreation Services,2719093.7
2016,Total,Northern Territory,Other Services,3418366.2
2016,Total,Northern Territory,Total,173132780.9
2016,Total,Australian Capital Territory,"Agriculture, Forestry and Fishing",0
2016,Total,Australian Capital Territory,Mining,0
2016,Total,Australian Capital Territory,Manufacturing,5482679.3
2016,Total,Australian Capital Territory,"Electricity, Gas, Water and Waste Services",2870696.7
2016,Total,Australian Capital Territory,Construction,17377549
2016,Total,Australian Capital Territory,Wholesale Trade,4543007.3
2016,Total,Australian Capital Territory,Retail Trade,9799849
2016,Total,Australian Capital Territory,Accommodation and Food Services,9178071.7
2016,Total,Australian Capital Territory,"Transport, Postal and Warehousing",5304640.9
2016,Total,Australian Capital Territory,Information Media and Telecommunications,4170380.2
2016,Total,Australian Capital Territory,Financial and Insurance Services,2901275
2016,Total,Australian Capital Territory,"Rental, Hiring and Real Estate Services",3044800.6
2016,Total,Australian Capital Territory,"Professional, Scientific and Technical Services",45341497.1
2016,Total,Australian Capital Territory,Administrative and Support Services,3308577.2
2016,Total,Australian Capital Territory,Public Administration and Safety,115530945.9
2016,Total,Australian Capital Territory,Education and Training,23405492.9
2016,Total,Australian Capital Territory,Health Care and Social Assistance,26068996.2
2016,Total,Australian Capital Territory,Arts and Recreation Services,4926172.7
2016,Total,Australian Capital Territory,Other Services,8100560
2016,Total,Australian Capital Territory,Total,293295785.1
2016,Total,Total,"Agriculture, Forestry and Fishing",175515155.8
2016,Total,Total,Mining,461292780.7
2016,Total,Total,Manufacturing,1030459735
2016,Total,Total,"Electricity, Gas, Water and Waste Services",220312132.8
2016,Total,Total,Construction,1039385981
2016,Total,Total,Wholesale Trade,467550889.2
2016,Total,Total,Retail Trade,852500298.9
2016,Total,Total,Accommodation and Food Services,485630958.6
2016,Total,Total,"Transport, Postal and Warehousing",687079413.2
2016,Total,Total,Information Media and Telecommunications,310204539.9
2016,Total,Total,Financial and Insurance Services,674461677.8
2016,Total,Total,"Rental, Hiring and Real Estate Services",247810247.4
2016,Total,Total,"Professional, Scientific and Technical Services",1414866755
2016,Total,Total,Administrative and Support Services,347984490.8
2016,Total,Total,Public Administration and Safety,1138779283
2016,Total,Total,Education and Training,1116840016
2016,Total,Total,Health Care and Social Assistance,1538171832
2016,Total,Total,Arts and Recreation Services,173341709.6
2016,Total,Total,Other Services,395539871.1
2016,Total,Total,Total,12778911353
2017,Female,New South Wales,"Agriculture, Forestry and Fishing",18087702.1
2017,Female,New South Wales,Mining,6190274.2
2017,Female,New South Wales,Manufacturing,78217978.2
2017,Female,New South Wales,"Electricity, Gas, Water and Waste Services",6220155.1
2017,Female,New South Wales,Construction,28693763.1
2017,Female,New South Wales,Wholesale Trade,45771720.1
2017,Female,New South Wales,Retail Trade,150874141.5
2017,Female,New South Wales,Accommodation and Food Services,81234331.5
2017,Female,New South Wales,"Transport, Postal and Warehousing",50761661.1
2017,Female,New South Wales,Information Media and Telecommunications,59109815.7
2017,Female,New South Wales,Financial and Insurance Services,146201676.3
2017,Female,New South Wales,"Rental, Hiring and Real Estate Services",38538021.1
2017,Female,New South Wales,"Professional, Scientific and Technical Services",194704703
2017,Female,New South Wales,Administrative and Support Services,46325729.8
2017,Female,New South Wales,Public Administration and Safety,131731958.8
2017,Female,New South Wales,Education and Training,247766777.6
2017,Female,New South Wales,Health Care and Social Assistance,375662522.8
2017,Female,New South Wales,Arts and Recreation Services,22393615.8
2017,Female,New South Wales,Other Services,39685512.7
2017,Female,New South Wales,Total,1784774471
2017,Female,Victoria,"Agriculture, Forestry and Fishing",7989753.3
2017,Female,Victoria,Mining,4482398.2
2017,Female,Victoria,Manufacturing,64738078.5
2017,Female,Victoria,"Electricity, Gas, Water and Waste Services",8351869.2
2017,Female,Victoria,Construction,20415152.1
2017,Female,Victoria,Wholesale Trade,41715117.7
2017,Female,Victoria,Retail Trade,123280599
2017,Female,Victoria,Accommodation and Food Services,53810169
2017,Female,Victoria,"Transport, Postal and Warehousing",52575405.6
2017,Female,Victoria,Information Media and Telecommunications,29118947.9
2017,Female,Victoria,Financial and Insurance Services,82409484.3
2017,Female,Victoria,"Rental, Hiring and Real Estate Services",20791210.9
2017,Female,Victoria,"Professional, Scientific and Technical Services",135633507.5
2017,Female,Victoria,Administrative and Support Services,65632101
2017,Female,Victoria,Public Administration and Safety,96130039.1
2017,Female,Victoria,Education and Training,208615052.4
2017,Female,Victoria,Health Care and Social Assistance,317404676.7
2017,Female,Victoria,Arts and Recreation Services,18158984.4
2017,Female,Victoria,Other Services,33609777.5
2017,Female,Victoria,Total,1377887880
2017,Female,Queensland,"Agriculture, Forestry and Fishing",10455483.2
2017,Female,Queensland,Mining,12348173
2017,Female,Queensland,Manufacturing,44935030.4
2017,Female,Queensland,"Electricity, Gas, Water and Waste Services",14212710.7
2017,Female,Queensland,Construction,22913134.7
2017,Female,Queensland,Wholesale Trade,15336899.1
2017,Female,Queensland,Retail Trade,82444824.1
2017,Female,Queensland,Accommodation and Food Services,56390336.3
2017,Female,Queensland,"Transport, Postal and Warehousing",29557477.2
2017,Female,Queensland,Information Media and Telecommunications,12482600.1
2017,Female,Queensland,Financial and Insurance Services,40775317.5
2017,Female,Queensland,"Rental, Hiring and Real Estate Services",27558864.5
2017,Female,Queensland,"Professional, Scientific and Technical Services",76690342.1
2017,Female,Queensland,Administrative and Support Services,25250861.5
2017,Female,Queensland,Public Administration and Safety,78904221.7
2017,Female,Queensland,Education and Training,161887405
2017,Female,Queensland,Health Care and Social Assistance,252483166.4
2017,Female,Queensland,Arts and Recreation Services,16097813.7
2017,Female,Queensland,Other Services,31187227.9
2017,Female,Queensland,Total,1014276297
2017,Female,South Australia,"Agriculture, Forestry and Fishing",1904788.3
2017,Female,South Australia,Mining,3394812.3
2017,Female,South Australia,Manufacturing,10585589.1
2017,Female,South Australia,"Electricity, Gas, Water and Waste Services",4299277
2017,Female,South Australia,Construction,5088364.3
2017,Female,South Australia,Wholesale Trade,3917762.1
2017,Female,South Australia,Retail Trade,31821437
2017,Female,South Australia,Accommodation and Food Services,11884572.8
2017,Female,South Australia,"Transport, Postal and Warehousing",7069010.4
2017,Female,South Australia,Information Media and Telecommunications,3529622.3
2017,Female,South Australia,Financial and Insurance Services,13057758.9
2017,Female,South Australia,"Rental, Hiring and Real Estate Services",2739207.3
2017,Female,South Australia,"Professional, Scientific and Technical Services",17174080.7
2017,Female,South Australia,Administrative and Support Services,13689621.2
2017,Female,South Australia,Public Administration and Safety,33630700
2017,Female,South Australia,Education and Training,46888242.4
2017,Female,South Australia,Health Care and Social Assistance,94053899
2017,Female,South Australia,Arts and Recreation Services,2938555
2017,Female,South Australia,Other Services,6338472.2
2017,Female,South Australia,Total,313012736.6
2017,Female,Western Australia,"Agriculture, Forestry and Fishing",4337781
2017,Female,Western Australia,Mining,37274116.8
2017,Female,Western Australia,Manufacturing,13819303.4
2017,Female,Western Australia,"Electricity, Gas, Water and Waste Services",6313339.4
2017,Female,Western Australia,Construction,12029407.9
2017,Female,Western Australia,Wholesale Trade,9575792.6
2017,Female,Western Australia,Retail Trade,40223610.5
2017,Female,Western Australia,Accommodation and Food Services,29028923.5
2017,Female,Western Australia,"Transport, Postal and Warehousing",16006638.5
2017,Female,Western Australia,Information Media and Telecommunications,4128543.7
2017,Female,Western Australia,Financial and Insurance Services,19851777.5
2017,Female,Western Australia,"Rental, Hiring and Real Estate Services",13694086.4
2017,Female,Western Australia,"Professional, Scientific and Technical Services",38476652
2017,Female,Western Australia,Administrative and Support Services,12488323.5
2017,Female,Western Australia,Public Administration and Safety,47176488.4
2017,Female,Western Australia,Education and Training,89474193
2017,Female,Western Australia,Health Care and Social Assistance,137763152.1
2017,Female,Western Australia,Arts and Recreation Services,9300043
2017,Female,Western Australia,Other Services,9742697.4
2017,Female,Western Australia,Total,554947352
2017,Female,Tasmania,"Agriculture, Forestry and Fishing",1817348.9
2017,Female,Tasmania,Mining,0
2017,Female,Tasmania,Manufacturing,3089258.7
2017,Female,Tasmania,"Electricity, Gas, Water and Waste Services",1135085.9
2017,Female,Tasmania,Construction,1270868.6
2017,Female,Tasmania,Wholesale Trade,1299897.2
2017,Female,Tasmania,Retail Trade,8151381.5
2017,Female,Tasmania,Accommodation and Food Services,4466053.9
2017,Female,Tasmania,"Transport, Postal and Warehousing",802491.8
